category,case_number
FELONY,CR-23-682286-A
FELONY,CR-23-682287-A
FELONY,CR-23-682306-A
FELONY,CR-23-682317-A
FELONY,CR-23-682325-A
FELONY,CR-23-682329-A
FELONY,CR-23-682336-A
FELONY,CR-23-682338-A
FELONY,CR-23-682339-B
FELONY,CR-23-682358-A
FELONY,CR-23-682360-A
FELONY,CR-23-682363-A
FELONY,CR-23-682372-A
FELONY,CR-23-682377-A
FELONY,CR-23-682378-A
FELONY,CR-23-682379-A
FELONY,CR-23-682394-A
FELONY,CR-23-682400-A
FELONY,CR-23-682401-A
FELONY,CR-23-682404-A
FELONY,CR-23-682410-A
FELONY,CR-23-682413-A
FELONY,CR-23-682415-A
FELONY,CR-23-682433-A
FELONY,CR-23-682434-A
FELONY,CR-23-682437-A
FELONY,CR-23-682439-A
FELONY,CR-23-682441-A
FELONY,CR-23-682466-A
FELONY,CR-23-682481-A
FELONY,CR-23-682484-A
FELONY,CR-23-682491-A
FELONY,CR-23-682515-A
FELONY,CR-23-682518-A
FELONY,CR-23-682533-A
FELONY,CR-23-682535-A
FELONY,CR-23-682536-A
FELONY,CR-23-682540-A
FELONY,CR-23-682553-A
FELONY,CR-23-682558-A
FELONY,CR-23-682560-A
FELONY,CR-23-682561-A
FELONY,CR-23-682565-A
FELONY,CR-23-682567-A
FELONY,CR-23-682569-A
FELONY,CR-23-682589-A
FELONY,CR-23-682594-A
FELONY,CR-23-682599-A
FELONY,CR-23-682602-A
FELONY,CR-23-682612-A
FELONY,CR-23-682614-A
FELONY,CR-23-682644-A
FELONY,CR-23-682662-A
FELONY,CR-23-682665-A
FELONY,CR-23-682672-A
FELONY,CR-23-682675-A
FELONY,CR-23-682677-A
FELONY,CR-23-682680-A
FELONY,CR-23-682681-A
FELONY,CR-23-682689-A
FELONY,CR-23-682690-A
FELONY,CR-23-682695-A
FELONY,CR-23-682709-A
FELONY,CR-23-682711-A
FELONY,CR-23-682712-A
FELONY,CR-23-682727-A
FELONY,CR-23-682730-A
FELONY,CR-23-682733-A
FELONY,CR-23-682735-A
FELONY,CR-23-682737-A
FELONY,CR-23-682738-A
FELONY,CR-23-682745-A
FELONY,CR-23-682749-A
FELONY,CR-23-682751-A
FELONY,CR-23-682752-A
FELONY,CR-23-682762-A
FELONY,CR-23-682767-A
FELONY,CR-23-682769-A
FELONY,CR-23-682774-A
FELONY,CR-23-682786-A
FELONY,CR-23-682789-A
FELONY,CR-23-682793-A
FELONY,CR-23-682796-A
FELONY,CR-23-682798-A
FELONY,CR-23-682804-A
FELONY,CR-23-682810-A
FELONY,CR-23-682816-A
FELONY,CR-23-682817-A
FELONY,CR-23-682825-A
FELONY,CR-23-682826-A
FELONY,CR-23-682839-A
FELONY,CR-23-682840-A
FELONY,CR-23-682841-A
FELONY,CR-23-682844-A
FELONY,CR-23-682860-A
FELONY,CR-23-682863-A
FELONY,CR-23-682864-A
FELONY,CR-23-682865-A
FELONY,CR-23-682875-A
FELONY,CR-23-682879-A
FELONY,CR-23-682882-A
FELONY,CR-23-682890-A
FELONY,CR-23-682896-A
FELONY,CR-23-682905-A
FELONY,CR-23-682906-A
FELONY,CR-23-682907-A
FELONY,CR-23-682910-A
FELONY,CR-23-682914-A
FELONY,CR-23-682915-A
FELONY,CR-23-682917-A
FELONY,CR-23-682918-A
FELONY,CR-23-682922-A
FELONY,CR-23-682923-A
FELONY,CR-23-682933-A
FELONY,CR-23-682935-A
FELONY,CR-23-682949-A
FELONY,CR-23-682953-A
FELONY,CR-23-682970-A
FELONY,CR-23-682973-A
FELONY,CR-23-682979-A
FELONY,CR-23-682987-A
FELONY,CR-23-682988-A
FELONY,CR-23-682989-A
FELONY,CR-23-682995-A
FELONY,CR-23-683001-A
FELONY,CR-23-683016-A
FELONY,CR-23-683017-A
FELONY,CR-23-683028-A
FELONY,CR-23-683031-A
FELONY,CR-23-683034-A
FELONY,CR-23-683038-A
FELONY,CR-23-683043-A
FELONY,CR-23-683058-A
FELONY,CR-23-683060-A
FELONY,CR-23-683065-A
FELONY,CR-23-683067-A
FELONY,CR-23-683075-A
FELONY,CR-23-683082-A
FELONY,CR-23-683084-A
FELONY,CR-23-683085-A
FELONY,CR-23-683093-A
FELONY,CR-23-683097-A
FELONY,CR-23-683104-A
FELONY,CR-23-683105-A
FELONY,CR-23-683108-A
FELONY,CR-23-683116-A
FELONY,CR-23-683124-A
FELONY,CR-23-683126-A
FELONY,CR-23-683131-A
FELONY,CR-23-683132-A
FELONY,CR-23-683137-A
FELONY,CR-23-683139-A
FELONY,CR-23-683142-A
FELONY,CR-23-683148-A
FELONY,CR-23-683150-A
FELONY,CR-23-683152-A
FELONY,CR-23-683154-A
FELONY,CR-23-683155-A
FELONY,CR-23-683158-A
FELONY,CR-23-683159-A
FELONY,CR-23-683173-A
FELONY,CR-23-683187-A
FELONY,CR-23-683196-A
FELONY,CR-23-683197-A
FELONY,CR-23-683199-A
FELONY,CR-23-683200-A
FELONY,CR-23-683202-A
FELONY,CR-23-683203-A
FELONY,CR-23-683206-A
FELONY,CR-23-683210-A
FELONY,CR-23-683219-A
FELONY,CR-23-683220-A
FELONY,CR-23-683228-A
FELONY,CR-23-683229-A
FELONY,CR-23-683230-A
FELONY,CR-23-683231-A
FELONY,CR-23-683237-A
FELONY,CR-23-683245-A
FELONY,CR-23-683247-A
FELONY,CR-23-683248-A
FELONY,CR-23-683249-A
FELONY,CR-23-683263-A
FELONY,CR-23-683264-A
FELONY,CR-23-683267-A
FELONY,CR-23-683270-A
FELONY,CR-23-683274-A
FELONY,CR-23-683280-A
FELONY,CR-23-683290-A
FELONY,CR-23-683291-A
FELONY,CR-23-683292-A
FELONY,CR-23-683295-A
FELONY,CR-23-683305-A
FELONY,CR-23-683312-A
FELONY,CR-23-683321-A
FELONY,CR-23-683323-A
FELONY,CR-23-683336-A
FELONY,CR-23-683338-A
FELONY,CR-23-683344-A
FELONY,CR-23-683346-A
FELONY,CR-23-683348-A
FELONY,CR-23-683350-A
FELONY,CR-23-683352-A
FELONY,CR-23-683355-A
FELONY,CR-23-683356-A
FELONY,CR-23-683360-A
FELONY,CR-23-683361-A
FELONY,CR-23-683366-A
FELONY,CR-23-683370-A
FELONY,CR-23-683378-A
FELONY,CR-23-683382-A
FELONY,CR-23-683386-A
FELONY,CR-23-683394-A
FELONY,CR-23-683397-A
FELONY,CR-23-683400-A
FELONY,CR-23-683401-A
FELONY,CR-23-683404-A
FELONY,CR-23-683405-A
FELONY,CR-23-683412-A
FELONY,CR-23-683416-A
FELONY,CR-23-683420-A
FELONY,CR-23-683430-A
FELONY,CR-23-683434-A
FELONY,CR-23-683439-A
FELONY,CR-23-683440-A
FELONY,CR-23-683443-A
FELONY,CR-23-683445-A
FELONY,CR-23-683449-A
FELONY,CR-23-683450-A
FELONY,CR-23-683454-A
FELONY,CR-23-683456-A
FELONY,CR-23-683457-A
FELONY,CR-23-683458-A
FELONY,CR-23-683468-A
FELONY,CR-23-683474-A
FELONY,CR-23-683479-A
FELONY,CR-23-683480-A
FELONY,CR-23-683483-A
FELONY,CR-23-683487-A
FELONY,CR-23-683494-A
FELONY,CR-23-683495-A
FELONY,CR-23-683513-A
FELONY,CR-23-683514-A
FELONY,CR-23-683518-A
FELONY,CR-23-683521-A
FELONY,CR-23-683522-A
FELONY,CR-23-683524-A
FELONY,CR-23-683525-A
FELONY,CR-23-683532-A
FELONY,CR-23-683533-A
FELONY,CR-23-683534-A
FELONY,CR-23-683542-A
FELONY,CR-23-683544-A
FELONY,CR-23-683552-A
FELONY,CR-23-683562-A
FELONY,CR-23-683563-A
FELONY,CR-23-683582-A
FELONY,CR-23-683604-A
FELONY,CR-23-683607-A
FELONY,CR-23-683609-A
FELONY,CR-23-683613-A
FELONY,CR-23-683617-A
FELONY,CR-23-683619-A
FELONY,CR-23-683623-A
FELONY,CR-23-683625-A
FELONY,CR-23-683628-A
FELONY,CR-23-683641-A
FELONY,CR-23-683684-A
FELONY,CR-23-683686-A
FELONY,CR-23-683689-A
FELONY,CR-23-683693-A
FELONY,CR-23-683697-A
FELONY,CR-23-683698-A
FELONY,CR-23-683701-A
FELONY,CR-23-683707-A
FELONY,CR-23-683720-A
FELONY,CR-23-683731-A
FELONY,CR-23-683733-A
FELONY,CR-23-683735-A
FELONY,CR-23-683740-A
FELONY,CR-23-683743-A
FELONY,CR-23-683746-A
FELONY,CR-23-683747-A
FELONY,CR-23-683750-A
FELONY,CR-23-683751-A
FELONY,CR-23-683753-A
FELONY,CR-23-683756-A
FELONY,CR-23-683758-A
FELONY,CR-23-683772-A
FELONY,CR-23-683774-A
FELONY,CR-23-683776-A
FELONY,CR-23-683779-A
FELONY,CR-23-683786-A
FELONY,CR-23-683788-A
FELONY,CR-23-683789-A
FELONY,CR-23-683790-A
FELONY,CR-23-683791-A
FELONY,CR-23-683792-A
FELONY,CR-23-683796-A
FELONY,CR-23-683803-A
FELONY,CR-23-683804-A
FELONY,CR-23-683808-A
FELONY,CR-23-683809-A
FELONY,CR-23-683814-A
FELONY,CR-23-683822-A
FELONY,CR-23-683823-A
FELONY,CR-23-683829-A
FELONY,CR-23-683832-A
FELONY,CR-23-683839-A
FELONY,CR-23-683842-A
FELONY,CR-23-683844-A
FELONY,CR-23-683851-A
FELONY,CR-23-683853-A
FELONY,CR-23-683854-A
FELONY,CR-23-683855-A
FELONY,CR-23-683857-A
FELONY,CR-23-683864-A
FELONY,CR-23-683867-A
FELONY,CR-23-683885-A
FELONY,CR-23-683886-A
FELONY,CR-23-683888-A
FELONY,CR-23-683895-A
FELONY,CR-23-683901-A
FELONY,CR-23-683903-A
FELONY,CR-23-683906-A
FELONY,CR-23-683910-A
FELONY,CR-23-683914-A
FELONY,CR-23-683916-A
FELONY,CR-23-683917-A
FELONY,CR-23-683920-A
FELONY,CR-23-683927-A
FELONY,CR-23-683931-A
FELONY,CR-23-683932-A
FELONY,CR-23-683933-A
FELONY,CR-23-683937-A
FELONY,CR-23-683946-A
FELONY,CR-23-683947-A
FELONY,CR-23-683949-A
FELONY,CR-23-683950-A
FELONY,CR-23-683952-A
FELONY,CR-23-683953-A
FELONY,CR-23-683954-A
FELONY,CR-23-683959-B
FELONY,CR-23-683961-A
FELONY,CR-23-683967-A
FELONY,CR-23-683981-A
FELONY,CR-23-683984-A
FELONY,CR-23-683985-A
FELONY,CR-23-684015-A
FELONY,CR-23-684018-A
FELONY,CR-23-684020-A
FELONY,CR-23-684022-A
FELONY,CR-23-684026-A
FELONY,CR-23-684032-A
FELONY,CR-23-684037-A
FELONY,CR-23-684038-A
FELONY,CR-23-684049-A
FELONY,CR-23-684050-A
FELONY,CR-23-684063-A
FELONY,CR-23-684064-A
FELONY,CR-23-684065-A
FELONY,CR-23-684077-A
FELONY,CR-23-684080-A
FELONY,CR-23-684081-A
FELONY,CR-23-684082-A
FELONY,CR-23-684084-A
FELONY,CR-23-684085-A
FELONY,CR-23-684087-A
FELONY,CR-23-684098-A
FELONY,CR-23-684113-A
FELONY,CR-23-684117-A
FELONY,CR-23-684123-A
FELONY,CR-23-684124-A
FELONY,CR-23-684129-A
FELONY,CR-23-684131-A
FELONY,CR-23-684132-A
FELONY,CR-23-684133-A
FELONY,CR-23-684135-A
FELONY,CR-23-684141-A
FELONY,CR-23-684150-A
FELONY,CR-23-684156-A
FELONY,CR-23-684159-A
FELONY,CR-23-684162-A
FELONY,CR-23-684172-A
FELONY,CR-23-684173-A
FELONY,CR-23-684174-A
FELONY,CR-23-684179-A
FELONY,CR-23-684182-A
FELONY,CR-23-684183-A
FELONY,CR-23-684184-A
FELONY,CR-23-684197-A
FELONY,CR-23-684200-A
FELONY,CR-23-684201-A
FELONY,CR-23-684219-A
FELONY,CR-23-684221-A
FELONY,CR-23-684223-A
FELONY,CR-23-684224-A
FELONY,CR-23-684279-A
FELONY,CR-23-684283-A
FELONY,CR-23-684286-A
FELONY,CR-23-684287-A
FELONY,CR-23-684292-A
FELONY,CR-23-684295-A
FELONY,CR-23-684298-A
FELONY,CR-23-684301-A
FELONY,CR-23-684302-A
FELONY,CR-23-684303-A
FELONY,CR-23-684304-A
FELONY,CR-23-684306-A
FELONY,CR-23-684308-A
FELONY,CR-23-684310-A
FELONY,CR-23-684314-A
FELONY,CR-23-684315-A
FELONY,CR-23-684316-A
FELONY,CR-23-684324-A
FELONY,CR-23-684336-A
FELONY,CR-23-684340-A
FELONY,CR-23-684346-A
FELONY,CR-23-684360-A
FELONY,CR-23-684363-A
FELONY,CR-23-684364-A
FELONY,CR-23-684366-A
FELONY,CR-23-684367-A
FELONY,CR-23-684369-A
FELONY,CR-23-684372-A
FELONY,CR-23-684410-A
FELONY,CR-23-684411-A
FELONY,CR-23-684415-A
FELONY,CR-23-684432-A
FELONY,CR-23-684433-A
FELONY,CR-23-684434-A
FELONY,CR-23-684458-A
FELONY,CR-23-684464-A
FELONY,CR-23-684469-A
FELONY,CR-23-684470-A
FELONY,CR-23-684471-A
FELONY,CR-23-684472-A
FELONY,CR-23-684474-A
FELONY,CR-23-684480-A
FELONY,CR-23-684496-A
FELONY,CR-23-684506-A
FELONY,CR-23-684508-A
FELONY,CR-23-684515-A
FELONY,CR-23-684526-A
FELONY,CR-23-684527-A
FELONY,CR-23-684528-A
FELONY,CR-23-684530-A
FELONY,CR-23-684544-A
FELONY,CR-23-684545-A
FELONY,CR-23-684547-A
FELONY,CR-23-684551-A
FELONY,CR-23-684553-A
FELONY,CR-23-684554-A
FELONY,CR-23-684555-A
FELONY,CR-23-684559-A
FELONY,CR-23-684560-A
FELONY,CR-23-684561-A
FELONY,CR-23-684565-A
FELONY,CR-23-684568-A
FELONY,CR-23-684575-A
FELONY,CR-23-684580-A
FELONY,CR-23-684581-A
FELONY,CR-23-684582-A
FELONY,CR-23-684587-A
FELONY,CR-23-684588-A
FELONY,CR-23-684590-A
FELONY,CR-23-684592-A
FELONY,CR-23-684593-A
FELONY,CR-23-684596-A
FELONY,CR-23-684598-A
FELONY,CR-23-684604-A
FELONY,CR-23-684606-A
FELONY,CR-23-684608-A
FELONY,CR-23-684609-A
FELONY,CR-23-684610-A
FELONY,CR-23-684616-A
FELONY,CR-23-684617-A
FELONY,CR-23-684624-A
FELONY,CR-23-684627-A
FELONY,CR-23-684632-A
FELONY,CR-23-684639-A
FELONY,CR-23-684641-A
FELONY,CR-23-684644-A
FELONY,CR-23-684657-A
FELONY,CR-23-684658-A
FELONY,CR-23-684659-A
FELONY,CR-23-684660-A
FELONY,CR-23-684662-A
FELONY,CR-23-684664-A
FELONY,CR-23-684672-A
FELONY,CR-23-684674-A
FELONY,CR-23-684675-A
FELONY,CR-23-684676-A
FELONY,CR-23-684680-A
FELONY,CR-23-684691-A
FELONY,CR-23-684692-A
FELONY,CR-23-684694-A
FELONY,CR-23-684700-A
FELONY,CR-23-684701-A
FELONY,CR-23-684704-A
FELONY,CR-23-684705-A
FELONY,CR-23-684707-A
FELONY,CR-23-684708-A
FELONY,CR-23-684711-A
FELONY,CR-23-684723-A
FELONY,CR-23-684726-A
FELONY,CR-23-684730-A
FELONY,CR-23-684734-A
FELONY,CR-23-684739-A
FELONY,CR-23-684741-A
FELONY,CR-23-684743-A
FELONY,CR-23-684745-A
FELONY,CR-23-684746-A
FELONY,CR-23-684748-A
FELONY,CR-23-684750-A
FELONY,CR-23-684752-A
FELONY,CR-23-684756-A
FELONY,CR-23-684757-A
FELONY,CR-23-684759-A
FELONY,CR-23-684761-A
FELONY,CR-23-684774-A
FELONY,CR-23-684780-A
FELONY,CR-23-684794-A
FELONY,CR-23-684795-A
FELONY,CR-23-684798-A
FELONY,CR-23-684799-A
FELONY,CR-23-684803-A
FELONY,CR-23-684807-A
FELONY,CR-23-684811-A
FELONY,CR-23-684812-A
FELONY,CR-23-684825-A
FELONY,CR-23-684826-A
FELONY,CR-23-684829-A
FELONY,CR-23-684830-A
FELONY,CR-23-684834-A
FELONY,CR-23-684835-A
FELONY,CR-23-684838-A
FELONY,CR-23-684840-A
FELONY,CR-23-684841-A
FELONY,CR-23-684851-A
FELONY,CR-23-684853-A
FELONY,CR-23-684858-A
FELONY,CR-23-684860-A
FELONY,CR-23-684869-A
FELONY,CR-23-684879-A
FELONY,CR-23-684880-A
FELONY,CR-23-684885-A
FELONY,CR-23-684888-A
FELONY,CR-23-684900-A
FELONY,CR-23-684910-A
FELONY,CR-23-684915-A
FELONY,CR-23-684916-A
FELONY,CR-23-684918-A
FELONY,CR-23-684920-A
FELONY,CR-23-684922-A
FELONY,CR-23-684924-A
FELONY,CR-23-684925-A
FELONY,CR-23-684926-A
FELONY,CR-23-684928-A
FELONY,CR-23-684930-A
FELONY,CR-23-684931-A
FELONY,CR-23-684951-A
FELONY,CR-23-684952-A
FELONY,CR-23-684954-A
FELONY,CR-23-684961-A
FELONY,CR-23-684962-A
FELONY,CR-23-684967-A
FELONY,CR-23-684970-A
FELONY,CR-23-684971-A
FELONY,CR-23-684974-A
FELONY,CR-23-684982-A
FELONY,CR-23-684990-A
FELONY,CR-23-685001-A
FELONY,CR-23-685007-A
FELONY,CR-23-685008-A
FELONY,CR-23-685009-A
FELONY,CR-23-685011-A
FELONY,CR-23-685013-A
FELONY,CR-23-685018-A
FELONY,CR-23-685020-A
FELONY,CR-23-685025-A
FELONY,CR-23-685029-A
FELONY,CR-23-685031-A
FELONY,CR-23-685037-A
FELONY,CR-23-685039-A
FELONY,CR-23-685046-A
FELONY,CR-23-685047-A
FELONY,CR-23-685050-A
FELONY,CR-23-685051-A
FELONY,CR-23-685058-A
FELONY,CR-23-685059-A
FELONY,CR-23-685075-A
FELONY,CR-23-685080-A
FELONY,CR-23-685082-A
FELONY,CR-23-685084-A
FELONY,CR-23-685088-A
FELONY,CR-23-685097-A
FELONY,CR-23-685099-A
FELONY,CR-23-685100-A
FELONY,CR-23-685105-A
FELONY,CR-23-685106-A
FELONY,CR-23-685107-A
FELONY,CR-23-685113-A
FELONY,CR-23-685114-A
FELONY,CR-23-685116-A
FELONY,CR-23-685117-A
FELONY,CR-23-685121-A
FELONY,CR-23-685122-A
FELONY,CR-23-685126-A
FELONY,CR-23-685129-A
FELONY,CR-23-685130-A
FELONY,CR-23-685136-A
FELONY,CR-23-685137-A
FELONY,CR-23-685138-A
FELONY,CR-23-685143-A
FELONY,CR-23-685148-A
FELONY,CR-23-685150-A
FELONY,CR-23-685155-A
FELONY,CR-23-685162-A
FELONY,CR-23-685178-A
FELONY,CR-23-685181-A
FELONY,CR-23-685190-A
FELONY,CR-23-685197-A
FELONY,CR-23-685199-A
FELONY,CR-23-685202-A
FELONY,CR-23-685224-A
FELONY,CR-23-685230-A
FELONY,CR-23-685233-A
FELONY,CR-23-685235-A
FELONY,CR-23-685237-A
FELONY,CR-23-685238-A
FELONY,CR-23-685239-A
FELONY,CR-23-685249-A
FELONY,CR-23-685253-A
FELONY,CR-23-685255-A
FELONY,CR-23-685256-A
FELONY,CR-23-685258-A
FELONY,CR-23-685265-A
FELONY,CR-23-685266-A
FELONY,CR-23-685268-A
FELONY,CR-23-685269-A
FELONY,CR-23-685270-A
FELONY,CR-23-685271-A
FELONY,CR-23-685272-A
FELONY,CR-23-685273-A
FELONY,CR-23-685275-A
FELONY,CR-23-685278-A
FELONY,CR-23-685281-A
FELONY,CR-23-685285-A
FELONY,CR-23-685289-A
FELONY,CR-23-685290-A
FELONY,CR-23-685292-A
FELONY,CR-23-685303-A
FELONY,CR-23-685314-A
FELONY,CR-23-685329-A
FELONY,CR-23-685333-A
FELONY,CR-23-685346-A
FELONY,CR-23-685347-A
FELONY,CR-23-685370-A
FELONY,CR-23-685378-A
FELONY,CR-23-685387-A
FELONY,CR-23-685403-A
FELONY,CR-23-685404-A
FELONY,CR-23-685406-A
FELONY,CR-23-685418-A
FELONY,CR-23-685431-A
FELONY,CR-23-685433-A
FELONY,CR-23-685434-A
FELONY,CR-23-685436-A
FELONY,CR-23-685438-A
FELONY,CR-23-685440-A
FELONY,CR-23-685450-A
FELONY,CR-23-685452-A
FELONY,CR-23-685455-A
FELONY,CR-23-685463-A
FELONY,CR-23-685475-A
FELONY,CR-23-685476-A
FELONY,CR-23-685479-A
FELONY,CR-23-685496-A
FELONY,CR-23-685497-A
FELONY,CR-23-685505-A
FELONY,CR-23-685507-A
FELONY,CR-23-685509-A
FELONY,CR-23-685515-A
FELONY,CR-23-685518-A
FELONY,CR-23-685523-A
FELONY,CR-23-685535-A
FELONY,CR-23-685554-A
FELONY,CR-23-685555-A
FELONY,CR-23-685557-A
FELONY,CR-23-685560-A
FELONY,CR-23-685562-A
FELONY,CR-23-685563-A
FELONY,CR-23-685565-A
FELONY,CR-23-685566-A
FELONY,CR-23-685568-A
FELONY,CR-23-685571-A
FELONY,CR-23-685586-A
FELONY,CR-23-685587-A
FELONY,CR-23-685608-A
FELONY,CR-23-685609-A
FELONY,CR-23-685612-A
FELONY,CR-23-685613-A
FELONY,CR-23-685616-A
FELONY,CR-23-685619-A
FELONY,CR-23-685642-A
FELONY,CR-23-685646-A
FELONY,CR-23-685648-A
FELONY,CR-23-685650-A
FELONY,CR-23-685655-A
FELONY,CR-23-685656-A
FELONY,CR-23-685657-A
FELONY,CR-23-685665-A
FELONY,CR-23-685667-A
FELONY,CR-23-685674-A
FELONY,CR-23-685675-A
FELONY,CR-23-685677-A
FELONY,CR-23-685679-A
FELONY,CR-23-685680-A
FELONY,CR-23-685693-A
FELONY,CR-23-685694-A
FELONY,CR-23-685699-A
FELONY,CR-23-685702-A
FELONY,CR-23-685703-A
FELONY,CR-23-685704-A
FELONY,CR-23-685712-A
FELONY,CR-23-685735-A
FELONY,CR-23-685739-A
FELONY,CR-23-685741-A
FELONY,CR-23-685742-A
FELONY,CR-23-685765-A
FELONY,CR-23-685766-A
FELONY,CR-23-685770-A
FELONY,CR-23-685792-A
FELONY,CR-23-685794-A
FELONY,CR-23-685804-A
FELONY,CR-23-685806-A
FELONY,CR-23-685807-A
FELONY,CR-23-685809-A
FELONY,CR-23-685811-A
FELONY,CR-23-685828-A
FELONY,CR-23-685829-A
FELONY,CR-23-685838-A
FELONY,CR-23-685841-A
FELONY,CR-23-685846-A
FELONY,CR-23-685847-A
FELONY,CR-23-685855-A
FELONY,CR-23-685859-A
FELONY,CR-23-685864-A
FELONY,CR-23-685866-A
FELONY,CR-23-685887-A
FELONY,CR-23-685894-A
FELONY,CR-23-685895-A
FELONY,CR-23-685897-A
FELONY,CR-23-685901-A
FELONY,CR-23-685905-A
FELONY,CR-23-685907-A
FELONY,CR-23-685908-A
FELONY,CR-23-685909-A
FELONY,CR-23-685910-A
FELONY,CR-23-685914-A
FELONY,CR-23-685921-A
FELONY,CR-23-685926-A
FELONY,CR-23-685927-A
FELONY,CR-23-685929-A
FELONY,CR-23-685931-A
FELONY,CR-23-685932-A
FELONY,CR-23-685934-A
FELONY,CR-23-685937-A
FELONY,CR-23-685941-A
FELONY,CR-23-685945-A
FELONY,CR-23-685966-A
FELONY,CR-23-685986-A
FELONY,CR-23-685988-A
FELONY,CR-23-685990-A
FELONY,CR-23-685992-A
FELONY,CR-23-685993-A
FELONY,CR-23-685996-A
FELONY,CR-23-685998-A
FELONY,CR-23-686005-A
FELONY,CR-23-686022-A
FELONY,CR-23-686029-A
FELONY,CR-23-686035-A
FELONY,CR-23-686037-A
FELONY,CR-23-686043-A
FELONY,CR-23-686046-A
FELONY,CR-23-686049-A
FELONY,CR-23-686058-A
FELONY,CR-23-686062-A
FELONY,CR-23-686064-A
FELONY,CR-23-686070-A
FELONY,CR-23-686072-A
FELONY,CR-23-686073-A
FELONY,CR-23-686075-A
FELONY,CR-23-686076-A
FELONY,CR-23-686083-A
FELONY,CR-23-686085-A
FELONY,CR-23-686087-A
FELONY,CR-23-686095-A
FELONY,CR-23-686097-A
FELONY,CR-23-686098-A
FELONY,CR-23-686099-A
FELONY,CR-23-686101-A
FELONY,CR-23-686113-A
FELONY,CR-23-686116-A
FELONY,CR-23-686121-A
FELONY,CR-23-686126-A
FELONY,CR-23-686140-A
FELONY,CR-23-686146-A
FELONY,CR-23-686148-A
FELONY,CR-23-686155-A
FELONY,CR-23-686156-A
FELONY,CR-23-686159-A
FELONY,CR-23-686163-A
FELONY,CR-23-686203-A
FELONY,CR-23-686208-A
FELONY,CR-23-686212-A
FELONY,CR-23-686214-A
FELONY,CR-23-686215-A
FELONY,CR-23-686234-A
FELONY,CR-23-686235-A
FELONY,CR-23-686237-A
FELONY,CR-23-686238-A
FELONY,CR-23-686244-A
FELONY,CR-23-686247-A
FELONY,CR-23-686259-A
FELONY,CR-23-686262-A
FELONY,CR-23-686286-A
FELONY,CR-23-686293-A
FELONY,CR-23-686297-A
FELONY,CR-23-686301-A
FELONY,CR-23-686305-A
FELONY,CR-23-686333-A
FELONY,CR-23-686335-A
FELONY,CR-23-686337-A
FELONY,CR-23-686338-A
FELONY,CR-23-686343-A
FELONY,CR-23-686345-A
FELONY,CR-23-686348-A
FELONY,CR-23-686349-A
FELONY,CR-23-686350-A
FELONY,CR-23-686359-A
FELONY,CR-23-686360-A
FELONY,CR-23-686361-A
FELONY,CR-23-686362-A
FELONY,CR-23-686366-A
FELONY,CR-23-686377-A
FELONY,CR-23-686379-A
FELONY,CR-23-686394-A
FELONY,CR-23-686395-A
FELONY,CR-23-686402-A
FELONY,CR-23-686403-A
FELONY,CR-23-686405-A
FELONY,CR-23-686406-A
FELONY,CR-23-686422-A
FELONY,CR-23-686424-A
FELONY,CR-23-686427-A
FELONY,CR-23-686434-A
FELONY,CR-23-686436-A
FELONY,CR-23-686438-A
FELONY,CR-23-686441-A
FELONY,CR-23-686456-A
FELONY,CR-23-686459-A
FELONY,CR-23-686464-A
FELONY,CR-23-686467-A
FELONY,CR-23-686470-A
FELONY,CR-23-686473-A
FELONY,CR-23-686477-A
FELONY,CR-23-686484-A
FELONY,CR-23-686486-A
FELONY,CR-23-686497-A
FELONY,CR-23-686498-A
FELONY,CR-23-686499-A
FELONY,CR-23-686501-A
FELONY,CR-23-686508-A
FELONY,CR-23-686512-A
FELONY,CR-23-686513-A
FELONY,CR-23-686526-A
FELONY,CR-23-686551-A
FELONY,CR-23-686552-A
FELONY,CR-23-686554-A
FELONY,CR-23-686562-A
FELONY,CR-23-686564-A
FELONY,CR-23-686570-A
FELONY,CR-23-686573-A
FELONY,CR-23-686578-A
FELONY,CR-23-686583-A
FELONY,CR-23-686587-A
FELONY,CR-23-686590-A
FELONY,CR-23-686592-A
FELONY,CR-23-686598-C
FELONY,CR-23-686602-A
FELONY,CR-23-686603-A
FELONY,CR-23-686606-A
FELONY,CR-23-686608-A
FELONY,CR-23-686613-B
FELONY,CR-23-686619-A
FELONY,CR-23-686624-A
FELONY,CR-23-686630-A
FELONY,CR-23-686631-A
FELONY,CR-23-686638-A
FELONY,CR-23-686646-A
FELONY,CR-23-686647-A
FELONY,CR-23-686652-A
FELONY,CR-23-686654-A
FELONY,CR-23-686655-A
FELONY,CR-23-686656-A
FELONY,CR-23-686657-A
FELONY,CR-23-686660-A
FELONY,CR-23-686661-A
FELONY,CR-23-686663-A
FELONY,CR-23-686673-A
FELONY,CR-23-686675-A
FELONY,CR-23-686676-A
FELONY,CR-23-686678-A
FELONY,CR-23-686680-A
FELONY,CR-23-686684-A
FELONY,CR-23-686688-A
FELONY,CR-23-686691-A
FELONY,CR-23-686695-A
FELONY,CR-23-686696-A
FELONY,CR-23-686697-A
FELONY,CR-23-686700-A
FELONY,CR-23-686701-A
FELONY,CR-23-686705-A
FELONY,CR-23-686709-A
FELONY,CR-23-686715-A
FELONY,CR-23-686726-A
FELONY,CR-23-686734-A
FELONY,CR-23-686737-A
FELONY,CR-23-686738-A
FELONY,CR-23-686740-A
FELONY,CR-23-686748-A
