category,case_number
PROPERTY,CR-25-706407-A
PROPERTY,CR-25-706415-A
PROPERTY,CR-25-706418-A
PROPERTY,CR-25-706419-A
PROPERTY,CR-25-706428-A
PROPERTY,CR-25-706430-A
PROPERTY,CR-25-706440-A
PROPERTY,CR-25-706445-A
PROPERTY,CR-25-706447-A
PROPERTY,CR-25-706451-A
PROPERTY,CR-25-706452-A
PROPERTY,CR-25-706467-A
PROPERTY,CR-25-706469-A
PROPERTY,CR-25-706478-A
PROPERTY,CR-25-706479-A
PROPERTY,CR-25-706482-A
PROPERTY,CR-25-706488-A
PROPERTY,CR-25-706491-A
PROPERTY,CR-25-706503-A
PROPERTY,CR-25-706511-A
PROPERTY,CR-25-706513-A
PROPERTY,CR-25-706518-A
PROPERTY,CR-25-706522-A
PROPERTY,CR-25-706525-A
PROPERTY,CR-25-706526-A
PROPERTY,CR-25-706536-A
PROPERTY,CR-25-706537-A
PROPERTY,CR-25-706550-A
PROPERTY,CR-25-706561-A
PROPERTY,CR-25-706570-A
PROPERTY,CR-25-706577-A
PROPERTY,CR-25-706582-A
PROPERTY,CR-25-706584-A
PROPERTY,CR-25-706590-A
PROPERTY,CR-25-706591-A
PROPERTY,CR-25-706592-A
PROPERTY,CR-25-706596-A
PROPERTY,CR-25-706605-A
PROPERTY,CR-25-706613-A
PROPERTY,CR-25-706614-A
PROPERTY,CR-25-706621-A
PROPERTY,CR-25-706627-A
PROPERTY,CR-25-706639-A
PROPERTY,CR-25-706642-A
PROPERTY,CR-25-706645-A
PROPERTY,CR-25-706646-A
PROPERTY,CR-25-706659-A
PROPERTY,CR-25-706663-A
PROPERTY,CR-25-706665-A
PROPERTY,CR-25-706688-A
PROPERTY,CR-25-706700-A
PROPERTY,CR-25-706722-A
PROPERTY,CR-25-706732-A
PROPERTY,CR-25-706736-A
PROPERTY,CR-25-706737-A
PROPERTY,CR-25-706750-A
PROPERTY,CR-25-706752-A
PROPERTY,CR-25-706755-A
PROPERTY,CR-25-706760-A
PROPERTY,CR-25-706766-A
PROPERTY,CR-25-706801-A
PROPERTY,CR-25-706826-A
PROPERTY,CR-25-706848-A
PROPERTY,CR-25-706874-A
PROPERTY,CR-25-706878-A
PROPERTY,CR-25-706887-A
PROPERTY,CR-25-706889-A
PROPERTY,CR-25-706894-A
PROPERTY,CR-25-706895-A
PROPERTY,CR-25-706897-A
PROPERTY,CR-25-706905-A
PROPERTY,CR-25-706911-A
PROPERTY,CR-25-706912-A
PROPERTY,CR-25-706922-A
PROPERTY,CR-25-706930-A
PROPERTY,CR-25-706933-A
PROPERTY,CR-25-706942-A
PROPERTY,CR-25-706960-A
PROPERTY,CR-25-706981-A
PROPERTY,CR-25-706984-A
PROPERTY,CR-25-706985-A
PROPERTY,CR-25-707002-A
PROPERTY,CR-25-707035-A
PROPERTY,CR-25-707036-A
PROPERTY,CR-25-707042-A
PROPERTY,CR-25-707044-A
PROPERTY,CR-25-707094-A
PROPERTY,CR-25-707097-A
PROPERTY,CR-25-707114-A
PROPERTY,CR-25-707115-A
PROPERTY,CR-25-707120-A
PROPERTY,CR-25-707123-A
PROPERTY,CR-25-707124-A
PROPERTY,CR-25-707125-A
PROPERTY,CR-25-707126-A
VIOLENT,CR-23-677501-A
VIOLENT,CR-23-677503-A
VIOLENT,CR-23-677506-A
VIOLENT,CR-23-677509-A
VIOLENT,CR-23-677514-A
VIOLENT,CR-23-677518-A
VIOLENT,CR-23-677520-A
VIOLENT,CR-23-677531-A
VIOLENT,CR-23-677532-A
VIOLENT,CR-23-677547-A
VIOLENT,CR-23-677549-A
VIOLENT,CR-23-677550-A
VIOLENT,CR-23-677555-A
VIOLENT,CR-23-677562-A
VIOLENT,CR-23-677563-A
VIOLENT,CR-23-677565-A
VIOLENT,CR-23-677577-A
VIOLENT,CR-23-677578-A
VIOLENT,CR-23-677581-A
VIOLENT,CR-23-677582-A
VIOLENT,CR-23-677583-A
VIOLENT,CR-23-677584-A
VIOLENT,CR-23-677589-A
VIOLENT,CR-23-677590-A
VIOLENT,CR-23-677600-A
VIOLENT,CR-23-677606-A
VIOLENT,CR-23-677607-A
VIOLENT,CR-23-677608-A
VIOLENT,CR-23-677611-A
VIOLENT,CR-23-677617-A
VIOLENT,CR-23-677626-A
VIOLENT,CR-23-677627-A
VIOLENT,CR-23-677629-A
VIOLENT,CR-23-677631-A
VIOLENT,CR-23-677636-A
VIOLENT,CR-23-677643-A
VIOLENT,CR-23-677645-A
VIOLENT,CR-23-677647-A
VIOLENT,CR-23-677652-A
VIOLENT,CR-23-677656-A
VIOLENT,CR-23-677657-A
VIOLENT,CR-23-677658-A
VIOLENT,CR-23-677665-A
VIOLENT,CR-23-677683-A
VIOLENT,CR-23-677698-A
VIOLENT,CR-23-677703-A
VIOLENT,CR-23-677708-A
VIOLENT,CR-23-677709-A
VIOLENT,CR-23-677725-A
VIOLENT,CR-23-677726-A
VIOLENT,CR-23-677730-A
VIOLENT,CR-23-677731-A
VIOLENT,CR-23-677737-A
VIOLENT,CR-23-677739-A
VIOLENT,CR-23-677753-A
VIOLENT,CR-23-677754-A
VIOLENT,CR-23-677757-A
VIOLENT,CR-23-677758-A
VIOLENT,CR-23-677764-A
VIOLENT,CR-23-677765-A
VIOLENT,CR-23-677768-A
VIOLENT,CR-23-677770-A
VIOLENT,CR-23-677775-A
VIOLENT,CR-23-677776-A
VIOLENT,CR-23-677777-A
VIOLENT,CR-23-677780-A
VIOLENT,CR-23-677782-A
VIOLENT,CR-23-677784-A
VIOLENT,CR-23-677787-A
VIOLENT,CR-23-677793-A
VIOLENT,CR-23-677794-A
VIOLENT,CR-23-677797-A
VIOLENT,CR-23-677799-A
VIOLENT,CR-23-677803-A
VIOLENT,CR-23-677804-A
VIOLENT,CR-23-677810-A
VIOLENT,CR-23-677812-A
VIOLENT,CR-23-677820-A
VIOLENT,CR-23-677830-A
VIOLENT,CR-23-677834-A
VIOLENT,CR-23-677835-A
VIOLENT,CR-23-677838-A
VIOLENT,CR-23-677863-A
VIOLENT,CR-23-677867-A
VIOLENT,CR-23-677871-A
VIOLENT,CR-23-677872-A
VIOLENT,CR-23-677873-A
VIOLENT,CR-23-677874-A
VIOLENT,CR-23-677883-A
VIOLENT,CR-23-677885-A
VIOLENT,CR-23-677904-A
VIOLENT,CR-23-677905-A
VIOLENT,CR-23-677906-A
VIOLENT,CR-23-677924-A
VIOLENT,CR-23-677927-A
VIOLENT,CR-23-677928-A
VIOLENT,CR-23-677933-A
VIOLENT,CR-23-677934-A
VIOLENT,CR-23-677935-A
VIOLENT,CR-23-677936-A
VIOLENT,CR-23-677939-A
VIOLENT,CR-23-677946-A
VIOLENT,CR-23-677947-A
VIOLENT,CR-23-677948-A
VIOLENT,CR-23-677951-A
VIOLENT,CR-23-677952-A
VIOLENT,CR-23-677955-A
VIOLENT,CR-23-677960-A
VIOLENT,CR-23-677967-A
VIOLENT,CR-23-677968-A
VIOLENT,CR-23-677971-A
VIOLENT,CR-23-677978-A
VIOLENT,CR-23-677992-A
VIOLENT,CR-23-677993-A
VIOLENT,CR-23-677996-A
VIOLENT,CR-23-677998-A
VIOLENT,CR-23-677999-A
VIOLENT,CR-23-678005-A
VIOLENT,CR-23-678009-A
VIOLENT,CR-23-678010-A
VIOLENT,CR-23-678012-A
VIOLENT,CR-23-678016-A
VIOLENT,CR-23-678020-A
VIOLENT,CR-23-678023-A
VIOLENT,CR-23-678025-A
VIOLENT,CR-23-678027-A
VIOLENT,CR-23-678028-A
VIOLENT,CR-23-678029-A
VIOLENT,CR-23-678032-A
VIOLENT,CR-23-678033-A
VIOLENT,CR-23-678034-A
VIOLENT,CR-23-678045-A
VIOLENT,CR-23-678047-A
VIOLENT,CR-23-678053-A
VIOLENT,CR-23-678058-A
VIOLENT,CR-23-678059-A
VIOLENT,CR-23-678067-A
VIOLENT,CR-23-678072-A
VIOLENT,CR-23-678076-A
VIOLENT,CR-23-678077-A
VIOLENT,CR-23-678078-A
VIOLENT,CR-23-678081-A
VIOLENT,CR-23-678084-A
VIOLENT,CR-23-678097-A
VIOLENT,CR-23-678112-A
VIOLENT,CR-23-678113-A
VIOLENT,CR-23-678114-A
VIOLENT,CR-23-678117-A
VIOLENT,CR-23-678122-A
VIOLENT,CR-23-678125-A
VIOLENT,CR-23-678126-A
VIOLENT,CR-23-678134-A
VIOLENT,CR-23-678136-A
VIOLENT,CR-23-678137-A
VIOLENT,CR-23-678146-A
VIOLENT,CR-23-678152-A
VIOLENT,CR-23-678155-A
VIOLENT,CR-23-678182-A
VIOLENT,CR-23-678190-A
VIOLENT,CR-23-678191-A
VIOLENT,CR-23-678194-A
VIOLENT,CR-23-678196-A
VIOLENT,CR-23-678197-A
VIOLENT,CR-23-678199-A
VIOLENT,CR-23-678201-A
VIOLENT,CR-23-678204-A
VIOLENT,CR-23-678208-A
VIOLENT,CR-23-678209-A
VIOLENT,CR-23-678211-A
VIOLENT,CR-23-678212-A
VIOLENT,CR-23-678225-A
VIOLENT,CR-23-678230-A
VIOLENT,CR-23-678231-A
VIOLENT,CR-23-678233-A
VIOLENT,CR-23-678237-A
VIOLENT,CR-23-678242-A
VIOLENT,CR-23-678270-A
VIOLENT,CR-23-678290-A
VIOLENT,CR-23-678291-A
VIOLENT,CR-23-678299-A
VIOLENT,CR-23-678331-A
VIOLENT,CR-23-678332-A
VIOLENT,CR-23-678335-A
VIOLENT,CR-23-678337-A
VIOLENT,CR-23-678345-A
VIOLENT,CR-23-678353-A
VIOLENT,CR-23-678354-A
VIOLENT,CR-23-678369-A
VIOLENT,CR-23-678372-A
VIOLENT,CR-23-678373-A
VIOLENT,CR-23-678376-A
VIOLENT,CR-23-678382-A
VIOLENT,CR-23-678401-A
VIOLENT,CR-23-678403-A
VIOLENT,CR-23-678404-A
VIOLENT,CR-23-678414-A
VIOLENT,CR-23-678433-A
VIOLENT,CR-23-678434-A
VIOLENT,CR-23-678436-A
VIOLENT,CR-23-678440-A
VIOLENT,CR-23-678441-A
VIOLENT,CR-23-678444-A
VIOLENT,CR-23-678445-A
VIOLENT,CR-23-678449-A
VIOLENT,CR-23-678452-A
VIOLENT,CR-23-678463-A
VIOLENT,CR-23-678473-A
VIOLENT,CR-23-678475-A
VIOLENT,CR-23-678484-A
VIOLENT,CR-23-678485-A
VIOLENT,CR-23-678492-A
VIOLENT,CR-23-678494-A
VIOLENT,CR-23-678506-A
VIOLENT,CR-23-678517-A
VIOLENT,CR-23-678525-A
VIOLENT,CR-23-678532-A
VIOLENT,CR-23-678535-A
VIOLENT,CR-23-678545-A
VIOLENT,CR-23-678546-A
VIOLENT,CR-23-678555-A
VIOLENT,CR-23-678559-A
VIOLENT,CR-23-678566-A
VIOLENT,CR-23-678568-A
VIOLENT,CR-23-678569-A
VIOLENT,CR-23-678570-A
VIOLENT,CR-23-678581-A
VIOLENT,CR-23-678583-A
VIOLENT,CR-23-678589-A
VIOLENT,CR-23-678591-A
VIOLENT,CR-23-678592-A
VIOLENT,CR-23-678593-A
VIOLENT,CR-23-678598-A
VIOLENT,CR-23-678599-A
VIOLENT,CR-23-678606-A
VIOLENT,CR-23-678623-A
VIOLENT,CR-23-678632-A
VIOLENT,CR-23-678640-A
VIOLENT,CR-23-678648-A
VIOLENT,CR-23-678657-A
VIOLENT,CR-23-678658-A
VIOLENT,CR-23-678660-A
VIOLENT,CR-23-678663-A
VIOLENT,CR-23-678664-A
VIOLENT,CR-23-678669-A
VIOLENT,CR-23-678705-A
VIOLENT,CR-23-678707-A
VIOLENT,CR-23-678708-A
VIOLENT,CR-23-678710-A
VIOLENT,CR-23-678711-A
VIOLENT,CR-23-678723-A
VIOLENT,CR-23-678724-A
VIOLENT,CR-23-678730-A
VIOLENT,CR-23-678745-A
VIOLENT,CR-23-678746-A
VIOLENT,CR-23-678747-A
VIOLENT,CR-23-678750-A
VIOLENT,CR-23-678754-A
VIOLENT,CR-23-678757-A
VIOLENT,CR-23-678764-A
VIOLENT,CR-23-678771-A
VIOLENT,CR-23-678773-A
VIOLENT,CR-23-678774-A
VIOLENT,CR-23-678787-A
VIOLENT,CR-23-678792-A
VIOLENT,CR-23-678796-A
VIOLENT,CR-23-678801-A
VIOLENT,CR-23-678804-A
VIOLENT,CR-23-678806-A
VIOLENT,CR-23-678807-A
VIOLENT,CR-23-678812-A
VIOLENT,CR-23-678813-A
VIOLENT,CR-23-678817-A
VIOLENT,CR-23-678818-A
VIOLENT,CR-23-678819-A
VIOLENT,CR-23-678827-A
VIOLENT,CR-23-678830-A
VIOLENT,CR-23-678832-A
VIOLENT,CR-23-678837-A
VIOLENT,CR-23-678845-A
VIOLENT,CR-23-678847-A
VIOLENT,CR-23-678878-A
VIOLENT,CR-23-678880-A
VIOLENT,CR-23-678881-A
VIOLENT,CR-23-678888-A
VIOLENT,CR-23-678891-A
VIOLENT,CR-23-678892-A
VIOLENT,CR-23-678895-A
VIOLENT,CR-23-678898-A
VIOLENT,CR-23-678910-A
VIOLENT,CR-23-678911-A
VIOLENT,CR-23-678913-A
VIOLENT,CR-23-678918-A
VIOLENT,CR-23-678920-A
VIOLENT,CR-23-678924-A
VIOLENT,CR-23-678925-A
VIOLENT,CR-23-678932-A
VIOLENT,CR-23-678935-A
VIOLENT,CR-23-678936-A
VIOLENT,CR-23-678937-A
VIOLENT,CR-23-678943-A
VIOLENT,CR-23-678954-A
VIOLENT,CR-23-678955-A
VIOLENT,CR-23-678961-A
VIOLENT,CR-23-678966-A
VIOLENT,CR-23-678975-A
VIOLENT,CR-23-678983-A
VIOLENT,CR-23-678987-A
VIOLENT,CR-23-678989-A
VIOLENT,CR-23-678993-A
VIOLENT,CR-23-679023-A
VIOLENT,CR-23-679025-A
VIOLENT,CR-23-679027-A
VIOLENT,CR-23-679039-A
VIOLENT,CR-23-679065-A
VIOLENT,CR-23-679066-A
VIOLENT,CR-23-679067-A
VIOLENT,CR-23-679068-A
VIOLENT,CR-23-679086-A
VIOLENT,CR-23-679097-A
VIOLENT,CR-23-679098-A
VIOLENT,CR-23-679102-A
VIOLENT,CR-23-679109-A
VIOLENT,CR-23-679117-A
VIOLENT,CR-23-679123-A
VIOLENT,CR-23-679124-A
VIOLENT,CR-23-679125-A
VIOLENT,CR-23-679147-A
VIOLENT,CR-23-679154-A
VIOLENT,CR-23-679160-A
VIOLENT,CR-23-679161-A
VIOLENT,CR-23-679167-A
VIOLENT,CR-23-679169-A
VIOLENT,CR-23-679173-A
VIOLENT,CR-23-679174-A
VIOLENT,CR-23-679176-A
VIOLENT,CR-23-679183-A
VIOLENT,CR-23-679187-A
VIOLENT,CR-23-679188-A
VIOLENT,CR-23-679189-A
VIOLENT,CR-23-679198-A
VIOLENT,CR-23-679199-A
VIOLENT,CR-23-679209-A
VIOLENT,CR-23-679211-A
VIOLENT,CR-23-679213-A
VIOLENT,CR-23-679215-A
VIOLENT,CR-23-679221-A
VIOLENT,CR-23-679224-A
VIOLENT,CR-23-679235-A
VIOLENT,CR-23-679245-A
VIOLENT,CR-23-679249-A
VIOLENT,CR-23-679251-A
VIOLENT,CR-23-679254-A
VIOLENT,CR-23-679255-A
VIOLENT,CR-23-679256-A
VIOLENT,CR-23-679260-A
VIOLENT,CR-23-679264-B
VIOLENT,CR-23-679275-A
VIOLENT,CR-23-679276-A
VIOLENT,CR-23-679277-A
VIOLENT,CR-23-679278-A
VIOLENT,CR-23-679280-A
VIOLENT,CR-23-679294-A
VIOLENT,CR-23-679305-A
VIOLENT,CR-23-679316-A
VIOLENT,CR-23-679324-A
VIOLENT,CR-23-679327-A
VIOLENT,CR-23-679329-A
VIOLENT,CR-23-679334-A
VIOLENT,CR-23-679335-A
VIOLENT,CR-23-679341-A
VIOLENT,CR-23-679342-A
VIOLENT,CR-23-679343-A
VIOLENT,CR-23-679348-A
VIOLENT,CR-23-679351-A
VIOLENT,CR-23-679356-A
VIOLENT,CR-23-679357-A
VIOLENT,CR-23-679362-A
VIOLENT,CR-23-679366-A
VIOLENT,CR-23-679367-A
VIOLENT,CR-23-679369-A
VIOLENT,CR-23-679374-A
VIOLENT,CR-23-679379-A
VIOLENT,CR-23-679382-A
VIOLENT,CR-23-679406-A
VIOLENT,CR-23-679408-A
VIOLENT,CR-23-679414-A
VIOLENT,CR-23-679417-A
VIOLENT,CR-23-679419-A
VIOLENT,CR-23-679425-A
VIOLENT,CR-23-679429-A
VIOLENT,CR-23-679432-A
VIOLENT,CR-23-679436-A
VIOLENT,CR-23-679438-A
VIOLENT,CR-23-679443-A
VIOLENT,CR-23-679456-A
VIOLENT,CR-23-679459-A
VIOLENT,CR-23-679465-A
VIOLENT,CR-23-679475-A
VIOLENT,CR-23-679482-A
VIOLENT,CR-23-679495-A
VIOLENT,CR-23-679496-A
VIOLENT,CR-23-679503-A
VIOLENT,CR-23-679507-A
VIOLENT,CR-23-679519-A
VIOLENT,CR-23-679521-A
VIOLENT,CR-23-679523-A
VIOLENT,CR-23-679529-A
VIOLENT,CR-23-679534-A
VIOLENT,CR-23-679540-A
VIOLENT,CR-23-679541-A
VIOLENT,CR-23-679547-A
VIOLENT,CR-23-679548-A
VIOLENT,CR-23-679565-A
VIOLENT,CR-23-679566-A
VIOLENT,CR-23-679568-A
VIOLENT,CR-23-679577-A
VIOLENT,CR-23-679581-A
VIOLENT,CR-23-679591-A
VIOLENT,CR-23-679592-A
VIOLENT,CR-23-679605-A
VIOLENT,CR-23-679606-A
VIOLENT,CR-23-679608-A
VIOLENT,CR-23-679611-A
VIOLENT,CR-23-679612-A
VIOLENT,CR-23-679616-A
VIOLENT,CR-23-679619-A
VIOLENT,CR-23-679626-A
VIOLENT,CR-23-679629-A
VIOLENT,CR-23-679630-A
VIOLENT,CR-23-679635-A
VIOLENT,CR-23-679642-A
VIOLENT,CR-23-679650-A
VIOLENT,CR-23-679655-A
VIOLENT,CR-23-679679-A
VIOLENT,CR-23-679681-A
VIOLENT,CR-23-679682-A
VIOLENT,CR-23-679691-A
VIOLENT,CR-23-679696-A
VIOLENT,CR-23-679699-A
VIOLENT,CR-23-679703-A
VIOLENT,CR-23-679711-A
VIOLENT,CR-23-679727-A
VIOLENT,CR-23-679736-A
VIOLENT,CR-23-679740-A
VIOLENT,CR-23-679741-A
VIOLENT,CR-23-679746-A
VIOLENT,CR-23-679753-A
VIOLENT,CR-23-679754-A
VIOLENT,CR-23-679755-A
VIOLENT,CR-23-679757-A
VIOLENT,CR-23-679759-A
VIOLENT,CR-23-679760-A
VIOLENT,CR-23-679772-A
VIOLENT,CR-23-679773-A
VIOLENT,CR-23-679775-A
VIOLENT,CR-23-679776-A
VIOLENT,CR-23-679789-A
VIOLENT,CR-23-679804-A
VIOLENT,CR-23-679806-A
VIOLENT,CR-23-679821-A
VIOLENT,CR-23-679824-A
VIOLENT,CR-23-679826-A
VIOLENT,CR-23-679838-A
VIOLENT,CR-23-679848-A
VIOLENT,CR-23-679851-A
VIOLENT,CR-23-679859-A
VIOLENT,CR-23-679865-A
VIOLENT,CR-23-679872-A
VIOLENT,CR-23-679873-A
VIOLENT,CR-23-679877-A
VIOLENT,CR-23-679882-A
VIOLENT,CR-23-679884-A
VIOLENT,CR-23-679898-A
VIOLENT,CR-23-679902-A
VIOLENT,CR-23-679903-A
VIOLENT,CR-23-679904-A
VIOLENT,CR-23-679908-A
VIOLENT,CR-23-679915-A
VIOLENT,CR-23-679919-A
VIOLENT,CR-23-679930-A
VIOLENT,CR-23-679932-A
VIOLENT,CR-23-679933-A
VIOLENT,CR-23-679934-A
VIOLENT,CR-23-679937-A
VIOLENT,CR-23-679942-A
VIOLENT,CR-23-679948-A
VIOLENT,CR-23-679951-A
VIOLENT,CR-23-679953-A
VIOLENT,CR-23-679958-A
VIOLENT,CR-23-679999-A
VIOLENT,CR-23-680006-A
VIOLENT,CR-23-680014-A
VIOLENT,CR-23-680017-A
VIOLENT,CR-23-680104-A
VIOLENT,CR-23-680116-A
VIOLENT,CR-23-680133-A
VIOLENT,CR-23-680142-A
VIOLENT,CR-23-680145-A
VIOLENT,CR-23-680148-A
VIOLENT,CR-23-680160-A
VIOLENT,CR-23-680166-A
VIOLENT,CR-23-680167-A
VIOLENT,CR-23-680168-A
VIOLENT,CR-23-680174-A
VIOLENT,CR-23-680177-A
VIOLENT,CR-23-680185-A
VIOLENT,CR-23-680200-A
VIOLENT,CR-23-680201-A
VIOLENT,CR-23-680215-A
VIOLENT,CR-23-680218-A
VIOLENT,CR-23-680223-A
VIOLENT,CR-23-680231-A
VIOLENT,CR-23-680232-A
VIOLENT,CR-23-680240-A
VIOLENT,CR-23-680245-A
VIOLENT,CR-23-680246-A
VIOLENT,CR-23-680256-A
VIOLENT,CR-23-680268-A
VIOLENT,CR-23-680278-A
VIOLENT,CR-23-680280-A
VIOLENT,CR-23-680281-A
VIOLENT,CR-23-680282-A
VIOLENT,CR-23-680287-A
VIOLENT,CR-23-680290-A
VIOLENT,CR-23-680293-A
VIOLENT,CR-23-680295-A
VIOLENT,CR-23-680307-A
VIOLENT,CR-23-680316-A
VIOLENT,CR-23-680323-A
VIOLENT,CR-23-680337-A
VIOLENT,CR-23-680339-A
VIOLENT,CR-23-680340-A
VIOLENT,CR-23-680357-A
VIOLENT,CR-23-680358-A
VIOLENT,CR-23-680372-A
VIOLENT,CR-23-680374-A
VIOLENT,CR-23-680376-A
VIOLENT,CR-23-680378-A
VIOLENT,CR-23-680381-A
VIOLENT,CR-23-680387-A
VIOLENT,CR-23-680389-A
VIOLENT,CR-23-680390-A
VIOLENT,CR-23-680394-A
VIOLENT,CR-23-680395-A
VIOLENT,CR-23-680396-A
VIOLENT,CR-23-680400-A
VIOLENT,CR-23-680401-A
VIOLENT,CR-23-680408-A
VIOLENT,CR-23-680420-A
VIOLENT,CR-23-680421-A
VIOLENT,CR-23-680424-A
VIOLENT,CR-23-680425-A
VIOLENT,CR-23-680429-A
VIOLENT,CR-23-680432-A
VIOLENT,CR-23-680436-A
VIOLENT,CR-23-680437-A
VIOLENT,CR-23-680442-A
VIOLENT,CR-23-680445-A
VIOLENT,CR-23-680449-A
VIOLENT,CR-23-680461-A
VIOLENT,CR-23-680470-A
VIOLENT,CR-23-680473-A
VIOLENT,CR-23-680474-A
VIOLENT,CR-23-680480-A
VIOLENT,CR-23-680492-A
VIOLENT,CR-23-680499-A
VIOLENT,CR-23-680505-A
VIOLENT,CR-23-680509-A
VIOLENT,CR-23-680511-A
VIOLENT,CR-23-680516-A
VIOLENT,CR-23-680518-A
VIOLENT,CR-23-680520-A
VIOLENT,CR-23-680521-A
VIOLENT,CR-23-680529-A
VIOLENT,CR-23-680533-A
VIOLENT,CR-23-680539-A
VIOLENT,CR-23-680544-A
VIOLENT,CR-23-680547-A
VIOLENT,CR-23-680558-A
VIOLENT,CR-23-680562-A
VIOLENT,CR-23-680576-A
VIOLENT,CR-23-680587-A
VIOLENT,CR-23-680593-A
VIOLENT,CR-23-680595-A
VIOLENT,CR-23-680601-A
VIOLENT,CR-23-680636-A
VIOLENT,CR-23-680666-A
VIOLENT,CR-23-680667-A
VIOLENT,CR-23-680668-A
VIOLENT,CR-23-680669-A
VIOLENT,CR-23-680671-A
VIOLENT,CR-23-680672-A
VIOLENT,CR-23-680673-A
VIOLENT,CR-23-680698-A
VIOLENT,CR-23-680699-A
VIOLENT,CR-23-680704-A
VIOLENT,CR-23-680717-A
VIOLENT,CR-23-680718-A
VIOLENT,CR-23-680720-A
VIOLENT,CR-23-680722-A
VIOLENT,CR-23-680724-A
VIOLENT,CR-23-680725-A
VIOLENT,CR-23-680727-A
VIOLENT,CR-23-680731-A
VIOLENT,CR-23-680733-A
VIOLENT,CR-23-680742-A
VIOLENT,CR-23-680744-A
VIOLENT,CR-23-680760-A
VIOLENT,CR-23-680765-A
VIOLENT,CR-23-680767-A
VIOLENT,CR-23-680770-A
VIOLENT,CR-23-680771-A
VIOLENT,CR-23-680777-A
VIOLENT,CR-23-680784-A
VIOLENT,CR-23-680789-A
VIOLENT,CR-23-680816-A
VIOLENT,CR-23-680817-A
VIOLENT,CR-23-680819-A
VIOLENT,CR-23-680825-A
VIOLENT,CR-23-680829-A
VIOLENT,CR-23-680836-A
VIOLENT,CR-23-680841-A
VIOLENT,CR-23-680844-A
VIOLENT,CR-23-680845-A
VIOLENT,CR-23-680872-A
VIOLENT,CR-23-680873-A
VIOLENT,CR-23-680875-A
VIOLENT,CR-23-680880-A
VIOLENT,CR-23-680881-A
VIOLENT,CR-23-680884-A
VIOLENT,CR-23-680887-A
VIOLENT,CR-23-680888-A
VIOLENT,CR-23-680891-A
VIOLENT,CR-23-680892-A
VIOLENT,CR-23-680893-A
VIOLENT,CR-23-680895-A
VIOLENT,CR-23-680901-A
VIOLENT,CR-23-680903-A
VIOLENT,CR-23-680904-A
VIOLENT,CR-23-680908-A
VIOLENT,CR-23-680912-A
VIOLENT,CR-23-680925-A
VIOLENT,CR-23-680943-A
VIOLENT,CR-23-680952-A
VIOLENT,CR-23-680967-A
VIOLENT,CR-23-680968-A
VIOLENT,CR-23-680985-A
VIOLENT,CR-23-680987-A
VIOLENT,CR-23-680993-A
VIOLENT,CR-23-680994-A
VIOLENT,CR-23-681000-A
VIOLENT,CR-23-681007-A
VIOLENT,CR-23-681009-A
VIOLENT,CR-23-681018-A
VIOLENT,CR-23-681031-A
VIOLENT,CR-23-681033-A
VIOLENT,CR-23-681039-A
VIOLENT,CR-23-681046-A
VIOLENT,CR-23-681047-A
VIOLENT,CR-23-681051-A
VIOLENT,CR-23-681053-A
VIOLENT,CR-23-681054-A
VIOLENT,CR-23-681058-A
VIOLENT,CR-23-681060-A
VIOLENT,CR-23-681072-A
VIOLENT,CR-23-681083-A
VIOLENT,CR-23-681087-A
VIOLENT,CR-23-681091-A
VIOLENT,CR-23-681098-A
VIOLENT,CR-23-681108-A
VIOLENT,CR-23-681110-A
VIOLENT,CR-23-681113-A
VIOLENT,CR-23-681114-A
VIOLENT,CR-23-681116-A
VIOLENT,CR-23-681134-A
VIOLENT,CR-23-681135-A
VIOLENT,CR-23-681143-A
VIOLENT,CR-23-681144-A
VIOLENT,CR-23-681147-A
VIOLENT,CR-23-681160-A
VIOLENT,CR-23-681176-A
VIOLENT,CR-23-681177-A
VIOLENT,CR-23-681186-A
VIOLENT,CR-23-681187-A
VIOLENT,CR-23-681188-A
VIOLENT,CR-23-681195-A
VIOLENT,CR-23-681197-A
VIOLENT,CR-23-681203-A
VIOLENT,CR-23-681219-A
VIOLENT,CR-23-681221-A
VIOLENT,CR-23-681222-A
VIOLENT,CR-23-681223-A
VIOLENT,CR-23-681224-A
VIOLENT,CR-23-681225-A
VIOLENT,CR-23-681226-A
VIOLENT,CR-23-681234-A
VIOLENT,CR-23-681236-A
VIOLENT,CR-23-681237-A
VIOLENT,CR-23-681253-A
VIOLENT,CR-23-681254-A
VIOLENT,CR-23-681256-A
VIOLENT,CR-23-681258-A
VIOLENT,CR-23-681259-A
VIOLENT,CR-23-681260-A
VIOLENT,CR-23-681264-A
VIOLENT,CR-23-681268-A
VIOLENT,CR-23-681270-A
VIOLENT,CR-23-681272-A
VIOLENT,CR-23-681287-A
VIOLENT,CR-23-681290-A
VIOLENT,CR-23-681295-A
VIOLENT,CR-23-681297-A
VIOLENT,CR-23-681300-A
VIOLENT,CR-23-681303-A
VIOLENT,CR-23-681306-A
VIOLENT,CR-23-681307-A
VIOLENT,CR-23-681308-A
VIOLENT,CR-23-681310-A
VIOLENT,CR-23-681323-A
VIOLENT,CR-23-681333-A
VIOLENT,CR-23-681336-A
VIOLENT,CR-23-681337-A
VIOLENT,CR-23-681340-A
VIOLENT,CR-23-681341-A
VIOLENT,CR-23-681345-A
VIOLENT,CR-23-681346-A
VIOLENT,CR-23-681348-A
VIOLENT,CR-23-681349-A
