case_id,latest_file,deletable_count_or_reason,mutated_count_or_details
CR-23-686351-A,out/2023/2023-686351_20251118_214138.json,[],"[('out/2023/2023-686351_20251111_130720.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:07:20.780483+00:00"" -> ""2025-11-18T21:41:38.152941+00:00""')]"
CR-23-682860-A,out/2023/2023-682860_20251118_114303.json,[],"[('out/2023/2023-682860_20251111_080238.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T08:02:38.849483+00:00"" -> ""2025-11-18T11:43:03.996109+00:00""')]"
CR-23-687600-A,out/2023/2023-687600_20251119_013748.json,[],"[('out/2023/2023-687600_20251111_145429.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:54:29.144312+00:00"" -> ""2025-11-19T01:37:48.666679+00:00""'), ('out/2023/2023-687600_20251119_013458.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T01:34:58.038675+00:00"" -> ""2025-11-19T01:37:48.666679+00:00""'), ('out/2023/2023-687600_20251119_013720.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T01:37:20.534798+00:00"" -> ""2025-11-19T01:37:48.666679+00:00""')]"
CR-23-684948-A,out/2023/2023-684948_20251118_172501.json,[],"[('out/2023/2023-684948_20251109_211300.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-09T21:13:00.863107+00:00"" -> ""2025-11-18T17:25:01.167480+00:00""'), ('out/2023/2023-684948_20251111_111037.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T11:10:37.208737+00:00"" -> ""2025-11-18T17:25:01.167480+00:00""'), ('out/2023/2023-684948_20251116_080826.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T08:08:26.269772+00:00"" -> ""2025-11-18T17:25:01.167480+00:00""')]"
CR-23-678417-A,out/2023/2023-678417_20251116_173404.json,[],"[('out/2023/2023-678417_20251110_181115.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:11:15.164986+00:00"" -> ""2025-11-16T17:34:04.392084+00:00""')]"
CR-23-677937-A,out/2023/2023-677937_20251116_134530.json,[],"[('out/2023/2023-677937_20251110_172922.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:29:22.089370+00:00"" -> ""2025-11-16T13:45:30.468390+00:00""')]"
CR-23-686650-A,out/2023/2023-686650_20251118_224329.json,[],"[('out/2023/2023-686650_20251111_133657.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:36:57.835972+00:00"" -> ""2025-11-18T22:43:29.945545+00:00""'), ('out/2023/2023-686650_20251118_224210.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T22:42:10.158762+00:00"" -> ""2025-11-18T22:43:29.945545+00:00""')]"
CR-23-681142-A,out/2023/2023-681142_20251111_053814.json,[],"[('out/2023/2023-681142_20251110_152942.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T15:29:42.747202+00:00"" -> ""2025-11-11T05:38:14.811114+00:00""')]"
CR-23-683207-A,out/2023/2023-683207_20251118_125326.json,[],"[('out/2023/2023-683207_20251118_124958.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T12:49:58.302142+00:00"" -> ""2025-11-18T12:53:26.975490+00:00""')]"
CR-23-686591-A,out/2023/2023-686591_20251118_223144.json,[],"[('out/2023/2023-686591_20251111_133052.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:30:52.810597+00:00"" -> ""2025-11-18T22:31:44.066733+00:00""')]"
CR-23-687217-A,out/2023/2023-687217_20251119_001756.json,[],"[('out/2023/2023-687217_20251111_142611.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:26:11.940920+00:00"" -> ""2025-11-19T00:17:56.979490+00:00""')]"
CR-23-677807-A,out/2023/2023-677807_20251116_123239.json,[],"[('out/2023/2023-677807_20251110_171800.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:18:00.792096+00:00"" -> ""2025-11-16T12:32:39.535411+00:00""')]"
CR-23-681366-A,out/2023/2023-681366_20251111_055542.json,[],"[('out/2023/2023-681366_20251110_154441.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T15:44:41.759128+00:00"" -> ""2025-11-11T05:55:42.262267+00:00""')]"
CR-23-687718-A,out/2023/2023-687718_20251119_020234.json,[],"[('out/2023/2023-687718_20251111_150509.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T15:05:09.377521+00:00"" -> ""2025-11-19T02:02:34.825268+00:00""'), ('out/2023/2023-687718_20251119_015849.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T01:58:49.526438+00:00"" -> ""2025-11-19T02:02:34.825268+00:00""')]"
CR-23-687860-A,out/2023/2023-687860_20251119_022928.json,[],"[('out/2023/2023-687860_20251111_151522.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T15:15:22.582572+00:00"" -> ""2025-11-19T02:29:28.327230+00:00""'), ('out/2023/2023-687860_20251119_022739.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T02:27:39.024725+00:00"" -> ""2025-11-19T02:29:28.327230+00:00""')]"
CR-23-681963-A,out/2023/2023-681963_20251117_132951.json,[],"[('out/2023/2023-681963_20251110_162617.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T16:26:17.785408+00:00"" -> ""2025-11-17T13:29:51.614279+00:00""'), ('out/2023/2023-681963_20251111_065045.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:50:45.745250+00:00"" -> ""2025-11-17T13:29:51.614279+00:00""')]"
CR-23-685079-A,out/2023/2023-685079_20251111_112140.json,[],"[('out/2023/2023-685079_20251109_213826.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-09T21:38:26.491175+00:00"" -> ""2025-11-11T11:21:41.000456+00:00""')]"
CR-23-687493-A,out/2023/2023-687493_20251119_011737.json,[],"[('out/2023/2023-687493_20251119_011508.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T01:15:08.111233+00:00"" -> ""2025-11-19T01:17:37.277738+00:00""')]"
CR-23-677876-A,out/2023/2023-677876_20251116_131358.json,[],"[('out/2023/2023-677876_20251110_172447.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:24:47.708292+00:00"" -> ""2025-11-16T13:13:58.021186+00:00""')]"
CR-23-687553-A,out/2023/2023-687553_20251119_012403.json,[],"[('out/2023/2023-687553_20251111_145121.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:51:21.031401+00:00"" -> ""2025-11-19T01:24:03.757045+00:00""')]"
CR-23-682765-A,out/2023/2023-682765_20251118_113055.json,[],"[('out/2023/2023-682765_20251111_075112.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T07:51:12.985527+00:00"" -> ""2025-11-18T11:30:55.623103+00:00""')]"
CR-23-681907-A,out/2023/2023-681907_20251117_132040.json,[],"[('out/2023/2023-681907_20251111_064531.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:45:31.626435+00:00"" -> ""2025-11-17T13:20:40.595491+00:00""')]"
CR-23-687164-A,out/2023/2023-687164_20251119_000731.json,[],"[('out/2023/2023-687164_20251111_142133.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:21:33.301318+00:00"" -> ""2025-11-19T00:07:31.386638+00:00""'), ('out/2023/2023-687164_20251119_000729.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T00:07:29.575498+00:00"" -> ""2025-11-19T00:07:31.386638+00:00""')]"
CR-23-686343-A,out/2023/2023-686343_20251118_214310.json,[],"[('out/2023/2023-686343_20251111_130702.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:07:02.118617+00:00"" -> ""2025-11-18T21:43:10.386751+00:00""')]"
CR-23-678826-A,out/2023/2023-678826_20251116_205730.json,[],"[('out/2023/2023-678826_20251110_185049.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:50:49.948683+00:00"" -> ""2025-11-16T20:57:30.597470+00:00""'), ('out/2023/2023-678826_20251116_205704.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T20:57:04.645675+00:00"" -> ""2025-11-16T20:57:30.597470+00:00""')]"
CR-23-677528-A,out/2023/2023-677528_20251116_095036.json,[],"[('out/2023/2023-677528_20251110_122742.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T12:27:42.473428+00:00"" -> ""2025-11-16T09:50:36.228313+00:00""'), ('out/2023/2023-677528_20251110_123134.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T12:31:34.270300+00:00"" -> ""2025-11-16T09:50:36.228313+00:00""'), ('out/2023/2023-677528_20251116_095012.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T09:50:12.690132+00:00"" -> ""2025-11-16T09:50:36.228313+00:00""')]"
CR-23-683148-A,out/2023/2023-683148_20251118_124142.json,[],"[('out/2023/2023-683148_20251112_170003.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-12T17:00:03.297613+00:00"" -> ""2025-11-18T12:41:42.855959+00:00""'), ('out/2023/2023-683148_20251118_124039.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T12:40:39.410201+00:00"" -> ""2025-11-18T12:41:42.855959+00:00""')]"
CR-23-680968-A,out/2023/2023-680968_20251111_052224.json,[],"[('out/2023/2023-680968_20251110_151923.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T15:19:23.339039+00:00"" -> ""2025-11-11T05:22:24.596694+00:00""')]"
CR-23-677783-A,out/2023/2023-677783_20251116_121815.json,[],"[('out/2023/2023-677783_20251110_125008.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T12:50:08.180029+00:00"" -> ""2025-11-16T12:18:15.281472+00:00""')]"
CR-23-687311-A,out/2023/2023-687311_20251119_003837.json,[],"[('out/2023/2023-687311_20251111_143226.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:32:26.841386+00:00"" -> ""2025-11-19T00:38:37.477709+00:00""')]"
CR-23-682539-A,out/2023/2023-682539_20251117_150920.json,[],"[('out/2023/2023-682539_20251111_073643.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T07:36:43.337220+00:00"" -> ""2025-11-17T15:09:20.869753+00:00""'), ('out/2023/2023-682539_20251117_150820.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-17T15:08:20.562591+00:00"" -> ""2025-11-17T15:09:20.869753+00:00""')]"
CR-23-685196-A,out/2023/2023-685196_20251116_081213.json,[],"[('out/2023/2023-685196_20251111_113316.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T11:33:16.456006+00:00"" -> ""2025-11-16T08:12:13.166659+00:00""')]"
CR-23-682755-A,out/2023/2023-682755_20251118_113039.json,[],"[('out/2023/2023-682755_20251111_075047.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T07:50:47.826372+00:00"" -> ""2025-11-18T11:30:39.719666+00:00""')]"
CR-23-686105-A,out/2023/2023-686105_20251118_205559.json,[],"[('out/2023/2023-686105_20251111_124630.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T12:46:30.934714+00:00"" -> ""2025-11-18T20:55:59.883051+00:00""')]"
CR-23-678195-A,out/2023/2023-678195_20251116_160638.json,[],"[('out/2023/2023-678195_20251110_175348.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:53:48.850815+00:00"" -> ""2025-11-16T16:06:38.142347+00:00""')]"
CR-23-681624-A,out/2023/2023-681624_20251117_122838.json,[],"[('out/2023/2023-681624_20251111_061714.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:17:14.777854+00:00"" -> ""2025-11-17T12:28:38.523506+00:00""'), ('out/2023/2023-681624_20251117_122709.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-17T12:27:09.038695+00:00"" -> ""2025-11-17T12:28:38.523506+00:00""')]"
CR-23-678346-A,out/2023/2023-678346_20251116_165907.json,[],"[('out/2023/2023-678346_20251110_180426.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:04:26.718804+00:00"" -> ""2025-11-16T16:59:07.300490+00:00""')]"
CR-23-686298-A,out/2023/2023-686298_20251118_213329.json,[],"[('out/2023/2023-686298_20251111_130355.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:03:55.266313+00:00"" -> ""2025-11-18T21:33:29.073903+00:00""')]"
CR-23-685152-A,out/2023/2023-685152_20251118_180450.json,[],"[('out/2023/2023-685152_20251111_112908.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T11:29:08.192934+00:00"" -> ""2025-11-18T18:04:50.254127+00:00""')]"
CR-23-687902-A,out/2023/2023-687902_20251116_081849.json,[],"[('out/2023/2023-687902_20251111_151745.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T15:17:45.696672+00:00"" -> ""2025-11-16T08:18:49.391680+00:00""')]"
CR-23-683845-A,out/2023/2023-683845_20251118_143130.json,[],"[('out/2023/2023-683845_20251111_093140.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T09:31:40.069484+00:00"" -> ""2025-11-18T14:31:30.005839+00:00""')]"
CR-23-687856-A,out/2023/2023-687856_20251119_022820.json,[],"[('out/2023/2023-687856_20251111_151504.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T15:15:04.355904+00:00"" -> ""2025-11-19T02:28:20.432982+00:00""')]"
CR-23-680446-A,out/2023/2023-680446_20251117_094321.json,[],"[('out/2023/2023-680446_20251110_144404.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T14:44:04.982624+00:00"" -> ""2025-11-17T09:43:21.647925+00:00""'), ('out/2023/2023-680446_20251111_043907.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T04:39:07.090925+00:00"" -> ""2025-11-17T09:43:21.647925+00:00""')]"
CR-23-683439-A,out/2023/2023-683439_20251118_132630.json,[],"[('out/2023/2023-683439_20251111_085802.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T08:58:02.917271+00:00"" -> ""2025-11-18T13:26:30.715454+00:00""')]"
CR-23-678019-A,out/2023/2023-678019_20251116_143542.json,[],"[('out/2023/2023-678019_20251110_173751.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:37:51.115170+00:00"" -> ""2025-11-16T14:35:42.419799+00:00""')]"
CR-23-678064-A,out/2023/2023-678064_20251116_150100.json,[],"[('out/2023/2023-678064_20251110_174234.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:42:34.543668+00:00"" -> ""2025-11-16T15:01:00.301493+00:00""'), ('out/2023/2023-678064_20251116_150033.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T15:00:33.031344+00:00"" -> ""2025-11-16T15:01:00.301493+00:00""')]"
CR-23-687641-A,out/2023/2023-687641_20251119_014630.json,[],"[('out/2023/2023-687641_20251111_145743.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:57:44.005134+00:00"" -> ""2025-11-19T01:46:30.381885+00:00""')]"
CR-23-681658-A,out/2023/2023-681658_20251117_123112.json,[],"[('out/2023/2023-681658_20251111_062225.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:22:25.415441+00:00"" -> ""2025-11-17T12:31:12.159543+00:00""')]"
CR-23-678132-A,out/2023/2023-678132_20251116_154744.json,[],"[('out/2023/2023-678132_20251112_161011.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-12T16:10:11.742829+00:00"" -> ""2025-11-16T15:47:44.578226+00:00""')]"
CR-23-679827-A,out/2023/2023-679827_20251110_202032.json,[],"[('out/2023/2023-679827_20251110_141216.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T14:12:16.035210+00:00"" -> ""2025-11-10T20:20:32.655438+00:00""')]"
CR-23-682047-A,out/2023/2023-682047_20251111_065550.json,[],"[('out/2023/2023-682047_20251110_163136.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T16:31:36.961970+00:00"" -> ""2025-11-11T06:55:50.896628+00:00""')]"
CR-23-677838-A,out/2023/2023-677838_20251116_125306.json,[],"[('out/2023/2023-677838_20251110_172015.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:20:15.978457+00:00"" -> ""2025-11-16T12:53:06.323835+00:00""'), ('out/2023/2023-677838_20251116_125226.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T12:52:26.371255+00:00"" -> ""2025-11-16T12:53:06.323835+00:00""')]"
CR-23-678215-A,out/2023/2023-678215_20251116_161757.json,[],"[('out/2023/2023-678215_20251110_175519.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:55:19.312486+00:00"" -> ""2025-11-16T16:17:57.719219+00:00""'), ('out/2023/2023-678215_20251116_161732.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T16:17:32.663531+00:00"" -> ""2025-11-16T16:17:57.719219+00:00""')]"
CR-23-677546-A,out/2023/2023-677546_20251116_100150.json,[],"[('out/2023/2023-677546_20251110_123244.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T12:32:44.787965+00:00"" -> ""2025-11-16T10:01:50.459036+00:00""'), ('out/2023/2023-677546_20251110_165533.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T16:55:33.828106+00:00"" -> ""2025-11-16T10:01:50.459036+00:00""')]"
CR-23-679764-A,out/2023/2023-679764_20251110_201448.json,[],"[('out/2023/2023-679764_20251110_140755.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T14:07:55.081904+00:00"" -> ""2025-11-10T20:14:48.543791+00:00""')]"
CR-23-682064-A,out/2023/2023-682064_20251116_082949.json,[],"[('out/2023/2023-682064_20251110_163438.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T16:34:38.541953+00:00"" -> ""2025-11-16T08:29:49.443159+00:00""'), ('out/2023/2023-682064_20251111_065711.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:57:11.041070+00:00"" -> ""2025-11-16T08:29:49.443159+00:00""')]"
CR-23-681148-A,out/2023/2023-681148_20251116_080152.json,[],"[('out/2023/2023-681148_20251111_053839.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T05:38:39.976153+00:00"" -> ""2025-11-16T08:01:52.193770+00:00""')]"
CR-23-682453-A,out/2023/2023-682453_20251117_145021.json,[],"[('out/2023/2023-682453_20251111_073154.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T07:31:54.287550+00:00"" -> ""2025-11-17T14:50:21.499293+00:00""'), ('out/2023/2023-682453_20251117_144851.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-17T14:48:51.766133+00:00"" -> ""2025-11-17T14:50:21.499293+00:00""')]"
CR-23-684952-A,out/2023/2023-684952_20251111_111037.json,[],"[('out/2023/2023-684952_20251109_211348.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-09T21:13:48.951385+00:00"" -> ""2025-11-11T11:10:37.923813+00:00""')]"
CR-23-682038-A,out/2023/2023-682038_20251117_134333.json,[],"[('out/2023/2023-682038_20251111_065525.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:55:25.174781+00:00"" -> ""2025-11-17T13:43:33.448807+00:00""')]"
CR-23-680846-A,out/2023/2023-680846_20251117_103645.json,[],"[('out/2023/2023-680846_20251111_051432.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T05:14:32.815821+00:00"" -> ""2025-11-17T10:36:45.033461+00:00""')]"
CR-23-677867-A,out/2023/2023-677867_20251116_130819.json,[],"[('out/2023/2023-677867_20251110_172209.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:22:09.803707+00:00"" -> ""2025-11-16T13:08:19.153138+00:00""')]"
CR-23-683400-A,out/2023/2023-683400_20251118_132010.json,[],"[('out/2023/2023-683400_20251111_085053.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T08:50:53.274457+00:00"" -> ""2025-11-18T13:20:10.227931+00:00""'), ('out/2023/2023-683400_20251118_131922.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T13:19:22.603709+00:00"" -> ""2025-11-18T13:20:10.227931+00:00""')]"
CR-23-680819-A,out/2023/2023-680819_20251117_102843.json,[],"[('out/2023/2023-680819_20251111_051041.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T05:10:41.734354+00:00"" -> ""2025-11-17T10:28:44.002345+00:00""')]"
CR-23-684976-A,out/2023/2023-684976_20251118_173038.json,[],"[('out/2023/2023-684976_20251109_211821.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-09T21:18:21.570592+00:00"" -> ""2025-11-18T17:30:38.955054+00:00""'), ('out/2023/2023-684976_20251111_111209.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T11:12:09.970940+00:00"" -> ""2025-11-18T17:30:38.955054+00:00""')]"
CR-23-678098-A,out/2023/2023-678098_20251116_152408.json,[],"[('out/2023/2023-678098_20251110_174638.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:46:38.845217+00:00"" -> ""2025-11-16T15:24:08.013357+00:00""')]"
CR-23-677717-A,out/2023/2023-677717_20251116_113232.json,[],"[('out/2023/2023-677717_20251110_124211.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T12:42:11.715226+00:00"" -> ""2025-11-16T11:32:32.803939+00:00""'), ('out/2023/2023-677717_20251110_170846.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:08:46.686438+00:00"" -> ""2025-11-16T11:32:32.803939+00:00""'), ('out/2023/2023-677717_20251116_113201.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T11:32:01.517912+00:00"" -> ""2025-11-16T11:32:32.803939+00:00""')]"
CR-23-677620-A,out/2023/2023-677620_20251116_104719.json,[],"[('out/2023/2023-677620_20251110_170213.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T17:02:13.540101+00:00"" -> ""2025-11-16T10:47:19.403191+00:00""'), ('out/2023/2023-677620_20251116_073402.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T07:34:02.092042+00:00"" -> ""2025-11-16T10:47:19.403191+00:00""')]"
CR-23-681882-A,out/2023/2023-681882_20251117_131238.json,[],"[('out/2023/2023-681882_20251111_064153.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T06:41:53.389707+00:00"" -> ""2025-11-17T13:12:38.903583+00:00""')]"
CR-23-685605-A,out/2023/2023-685605_20251118_191941.json,[],"[('out/2023/2023-685605_20251111_120443.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T12:04:43.693943+00:00"" -> ""2025-11-18T19:19:41.345263+00:00""'), ('out/2023/2023-685605_20251118_191811.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T19:18:11.358918+00:00"" -> ""2025-11-18T19:19:41.345263+00:00""')]"
CR-23-678548-A,out/2023/2023-678548_20251116_184533.json,[],"[('out/2023/2023-678548_20251110_182610.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:26:10.581881+00:00"" -> ""2025-11-16T18:45:33.720658+00:00""')]"
CR-23-678640-A,out/2023/2023-678640_20251116_192751.json,[],"[('out/2023/2023-678640_20251110_183503.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:35:03.102161+00:00"" -> ""2025-11-16T19:27:51.024731+00:00""')]"
CR-23-681056-A,out/2023/2023-681056_20251111_052911.json,[],"[('out/2023/2023-681056_20251110_152608.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T15:26:08.287288+00:00"" -> ""2025-11-11T05:29:11.487833+00:00""')]"
CR-23-686303-A,out/2023/2023-686303_20251118_213145.json,[],"[('out/2023/2023-686303_20251111_130356.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T13:03:56.545186+00:00"" -> ""2025-11-18T21:31:45.275862+00:00""')]"
CR-23-681249-A,out/2023/2023-681249_20251117_112131.json,[],"[('out/2023/2023-681249_20251111_054702.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T05:47:02.323585+00:00"" -> ""2025-11-17T11:21:31.182204+00:00""')]"
CR-23-682762-A,out/2023/2023-682762_20251118_112910.json,[],"[('out/2023/2023-682762_20251111_075112.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T07:51:12.362264+00:00"" -> ""2025-11-18T11:29:10.824416+00:00""')]"
CR-23-680543-A,out/2023/2023-680543_20251117_095741.json,[],"[('out/2023/2023-680543_20251110_145150.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T14:51:50.083955+00:00"" -> ""2025-11-17T09:57:41.323633+00:00""'), ('out/2023/2023-680543_20251111_044903.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T04:49:03.221792+00:00"" -> ""2025-11-17T09:57:41.323633+00:00""')]"
CR-23-687588-A,out/2023/2023-687588_20251119_013719.json,[],"[('out/2023/2023-687588_20251111_145403.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:54:03.671297+00:00"" -> ""2025-11-19T01:37:19.970016+00:00""')]"
CR-23-687444-A,out/2023/2023-687444_20251119_010709.json,[],"[('out/2023/2023-687444_20251111_144320.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T14:43:20.135219+00:00"" -> ""2025-11-19T01:07:09.849905+00:00""')]"
CR-23-682852-A,out/2023/2023-682852_20251118_114444.json,[],"[('out/2023/2023-682852_20251111_080219.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T08:02:19.755893+00:00"" -> ""2025-11-18T11:44:44.893306+00:00""')]"
CR-23-687947-A,out/2023/2023-687947_20251119_023826.json,[],"[('out/2023/2023-687947_20251111_152254.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T15:22:54.105483+00:00"" -> ""2025-11-19T02:38:26.407841+00:00""')]"
CR-23-687638-A,out/2023/2023-687638_20251119_014732.json,[],"[('out/2023/2023-687638_20251119_014630.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-19T01:46:30.147930+00:00"" -> ""2025-11-19T01:47:32.315955+00:00""')]"
CR-23-678698-A,out/2023/2023-678698_20251116_195308.json,[],"[('out/2023/2023-678698_20251110_183815.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T18:38:15.097044+00:00"" -> ""2025-11-16T19:53:08.879514+00:00""')]"
CR-23-678659-A,out/2023/2023-678659_20251116_193758.json,[],"[('out/2023/2023-678659_20251116_193733.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-16T19:37:33.389730+00:00"" -> ""2025-11-16T19:37:58.789471+00:00""')]"
CR-23-684309-A,out/2023/2023-684309_20251118_154401.json,[],"[('out/2023/2023-684309_20251111_101331.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T10:13:31.644057+00:00"" -> ""2025-11-18T15:44:01.941133+00:00""'), ('out/2023/2023-684309_20251118_154056.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-18T15:40:56.873944+00:00"" -> ""2025-11-18T15:44:01.941133+00:00""')]"
CR-23-684966-A,out/2023/2023-684966_20251111_111150.json,[],"[('out/2023/2023-684966_20251109_211632.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-09T21:16:32.847030+00:00"" -> ""2025-11-11T11:11:50.958776+00:00""')]"
CR-23-685486-A,out/2023/2023-685486_20251118_185830.json,[],"[('out/2023/2023-685486_20251111_115330.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-11T11:53:30.245405+00:00"" -> ""2025-11-18T18:58:30.900276+00:00""')]"
CR-23-680980-A,out/2023/2023-680980_20251111_052358.json,[],"[('out/2023/2023-680980_20251110_152037.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T15:20:37.511935+00:00"" -> ""2025-11-11T05:23:58.983498+00:00""')]"
CR-23-682296-A,out/2023/2023-682296_20251117_142504.json,[],"[('out/2023/2023-682296_20251110_164759.json', 'key metadata: key scraped_at: scalar changed: ""2025-11-10T16:47:59.222168+00:00"" -> ""2025-11-17T14:25:04.786016+00:00""')]"
