case_number,source_file,charges,events,likely_felony,reason
CR-25-703625-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,  | INDICT,4549.02.(A)(1)(B),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,  | INDICT,4549.02.(A)(1)(C),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,  | INDICT,2913.49.B(1),IDENTITY FRAUD,  | INDI","11/04/2025,PRETRIAL HELD | 10/28/2025,PRETRIAL HELD | 10/16/2025,PRETRIAL HELD | 10/09/2025,PRETRIAL HELD | 09/02/2025,PRETRIAL HELD | 08/19/2025,PRETRIAL HELD | 08/12/2025,PRETRIAL HELD | 07/28/2025,PRETRIAL HELD | 07/14/2025,INDICTED ORIGINAL",True,indicted
CR-25-703627-A,2025_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","07/14/2025,INDICTED ORIGINAL | 04/29/2025,ARRESTED",True,indicted
CR-25-703628-A,2025_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2921.13.A(03),FALSIFICATION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","07/14/2025,INDICTED ORIGINAL | 05/07/2025,ARRESTED",True,indicted
CR-25-703648-A,2025_cases_comprehensive.csv,"INDICT,2903.18.(B)(2),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","08/26/2025,PRETRIAL HELD | 08/19/2025,PRETRIAL HELD | 08/04/2025,PRETRIAL HELD | 07/22/2025,INDICTED ORIGINAL | 07/11/2025,ARRESTED",True,indicted
CR-25-703669-A,2025_cases_comprehensive.csv,"INDICT,2911.13.A,BREAKING AND ENTERING,  | INDICT,2911.13.A,BREAKING AND ENTERING,  | INDICT,2909.05.B(1)(A),VANDALISM,  | INDICT,2909.05.B(1)(B),VANDALISM,  | INDICT,2923.24.A,POSSESSING CRIMINAL TOOLS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","07/18/2025,INDICTED BINDOVER | 07/15/2025,BINDOVER CIF#CI254361BT | 07/13/2025,ARRESTED",True,indicted
CR-25-703674-A,2025_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2923.12.B(2),CARRYING CONCEALED WEAPONS","11/05/2025,PRETRIAL HELD | 10/22/2025,PRETRIAL HELD | 10/07/2025,PRETRIAL HELD | 09/30/2025,PRETRIAL HELD | 08/26/2025,PRETRIAL HELD | 07/15/2025,INDICTED ORIGINAL | 03/21/2025,ARRESTED",True,indicted
CR-25-703692-A,2025_cases_comprehensive.csv,"INDICT,2921.33.C(2),RESISTING ARREST,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","09/09/2025,PRETRIAL HELD | 08/19/2025,PRETRIAL HELD | 08/04/2025,PRETRIAL HELD | 07/29/2025,INDICTED BINDOVER | 07/28/2025,FIRST APPEARANCE | 07/24/2025,CPD EDC SET | 07/07/2025,BINDOVER CIF#CI254406BT | 05/12/2025,ARRESTED",True,indicted
CR-25-703730-A,2025_cases_comprehensive.csv,"INDICT,2921.32.A(5),OBSTRUCTING JUSTICE","10/21/2025,INDICTED BINDOVER | 07/16/2025,BINDOVER CIF#CI254477BT | 07/14/2025,ARRESTED",True,indicted
CR-25-703747-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","09/09/2025,PRETRIAL HELD | 08/26/2025,PRETRIAL HELD | 07/30/2025,INDICTED BINDOVER | 07/16/2025,BINDOVER CIF#CI254509BT | 07/14/2025,ARRESTED",True,indicted
CR-25-703867-A,2025_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.A,RESISTING ARREST,NOLLE","10/23/2025,PRETRIAL HELD | 08/19/2025,PRETRIAL HELD | 08/05/2025,PRETRIAL HELD | 07/28/2025,INDICTED BINDOVER | 07/25/2025,FIRST APPEARANCE | 07/24/2025,CPD EDC SET | 07/21/2025,BINDOVER CIF#CI254653BT | 07/19/2025,ARRESTED",True,indicted
CR-25-703916-A,2025_cases_comprehensive.csv,"INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","07/31/2025,INDICTED BINDOVER | 07/22/2025,BINDOVER CIF#CI254690BT | 07/21/2025,ARRESTED",True,indicted
CR-25-704139-A,2025_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","10/15/2025,PRETRIAL HELD | 10/08/2025,PRETRIAL HELD | 09/24/2025,PRETRIAL HELD | 09/11/2025,PRETRIAL HELD | 08/27/2025,PRETRIAL HELD | 08/21/2025,INDICTED BINDOVER | 08/04/2025,FIRST APPEARANCE | 08/01/2025,CPD EDC SET | 07/25/2025,BINDOVER CIF#CI254927BT | 07/23/2025,ARRESTED",True,indicted
CR-25-704246-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2903.13.A,ASSAULT (PO),  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/29/2025,PRETRIAL HELD | 10/21/2025,PRETRIAL HELD | 09/16/2025,PRETRIAL HELD | 08/28/2025,PRETRIAL HELD | 08/08/2025,INDICTED ORIGINAL | 08/02/2025,ARRESTED",True,indicted
CR-25-704275-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,DISMISS P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISMISS P/T","09/24/2025,PRETRIAL HELD | 08/12/2025,INDICTED ORIGINAL | 05/06/2025,ARRESTED",True,indicted
CR-25-704321-A,2025_cases_comprehensive.csv,"INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,  | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2903.13.A,ASSAULT,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.B,RESISTING ARREST","10/28/2025,PRETRIAL HELD | 10/14/2025,PRETRIAL HELD | 09/30/2025,PRETRIAL HELD | 09/15/2025,PRETRIAL HELD | 08/25/2025,INDICTED BINDOVER | 08/06/2025,BINDOVER CIF#CI255368BT | 08/03/2025,ARRESTED",True,indicted
CR-25-704337-A,2025_cases_comprehensive.csv,"INDICT,2923.16.D(1),IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS","10/29/2025,PRETRIAL HELD | 10/15/2025,PRETRIAL HELD | 09/30/2025,PRETRIAL HELD | 09/11/2025,INDICTED BINDOVER | 08/04/2025,BINDOVER CIF#CI255303BT | 08/03/2025,ARRESTED",True,indicted
CR-25-704351-A,2025_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","11/03/2025,PRETRIAL HELD | 08/21/2025,INDICTED BINDOVER | 08/12/2025,FIRST APPEARANCE | 08/11/2025,CPD EDC SET | 08/07/2025,BINDOVER CIF#CI255411BT | 08/06/2025,ARRESTED",True,indicted
CR-25-704428-A,2025_cases_comprehensive.csv,"INDICT,2903.18.(B)(2),STRANGULATION,  | INDICT,2905.02.A(2),ABDUCTION,  | INDICT,2903.18.(B)(3),STRANGULATION,  | INDICT,2919.25.A,DOMESTIC VIOLENCE,  | INDICT,2921.13.A(03),FALSIFICATION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/22/2025,PRETRIAL HELD | 10/08/2025,PRETRIAL HELD | 08/20/2025,INDICTED BINDOVER | 08/09/2025,BINDOVER CIF#CI255568BT | 08/07/2025,ARRESTED",True,indicted
CR-25-704453-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.15.A,USING WEAPONS WHILE INTOXICATED,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/27/2025,PRETRIAL HELD | 10/07/2025,PRETRIAL HELD | 08/28/2025,INDICTED BINDOVER | 08/11/2025,BINDOVER CIF#CI255599BT | 08/10/2025,ARRESTED",True,indicted
CR-25-704492-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS,PLD GLTY- N/C - IND @ P/T | INDICT,2913.03.A,UNAUTHORIZED USE OF A VEHICLE,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMAGING,NOLLE | INDICT,4549.02.(A)(1)(C),STOPPING AFT","10/06/2025,PRETRIAL HELD | 09/23/2025,PRETRIAL HELD | 09/10/2025,PRETRIAL HELD | 08/25/2025,PRETRIAL HELD | 08/18/2025,INDICTED BINDOVER | 08/06/2025,BINDOVER CIF#CI257137BS | 12/13/2024,ARRESTED",True,indicted
CR-25-704515-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(1),CARRYING CONCEALED WEAPONS,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","08/12/2025,INDICTED ORIGINAL | 05/01/2025,ARRESTED",True,indicted
CR-25-704525-A,2025_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,  | INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,  | INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2913.51.A,RSP - MV,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2923.201.A(2),DEFAC","09/02/2025,INDICTED BINDOVER | 08/22/2025,FIRST APPEARANCE | 08/15/2025,CPD EDC SET | 08/12/2025,ARRESTED | 08/12/2025,BINDOVER CIF#CI255701BT",True,indicted
CR-25-704537-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","11/06/2025,PRETRIAL HELD | 10/16/2025,PRETRIAL HELD | 09/18/2025,PRETRIAL HELD | 08/14/2025,INDICTED BINDOVER | 08/12/2025,BINDOVER CIF#CI255479BT | 08/04/2025,ARRESTED",True,indicted
CR-25-704562-A,2025_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2925.11.A,DRUG POSSESSION","10/27/2025,PRETRIAL HELD | 10/16/2025,PRETRIAL HELD | 10/14/2025,PRETRIAL HELD | 08/29/2025,INDICTED BINDOVER | 08/12/2025,BINDOVER CIF#CI255727BT | 07/13/2025,ARRESTED",True,indicted
CR-25-704568-A,2025_cases_comprehensive.csv,"INDICT,2921.32,OBSTRUCTING JUSTICE,DISM OTHER","08/20/2025,CASE DISMISSED | 08/15/2025,CPD EDC SET | 08/11/2025,ARRESTED | 08/11/2025,BINDOVER CIF#CI255632BT",True,indicted
CR-25-704793-A,2025_cases_comprehensive.csv,"INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/29/2025,PRETRIAL HELD | 10/15/2025,PRETRIAL HELD | 10/01/2025,PRETRIAL HELD | 08/25/2025,INDICTED BINDOVER | 08/20/2025,BINDOVER CIF#CI256112BT | 08/19/2025,ARRESTED",True,indicted
CR-25-704798-A,2025_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/23/2025,PRETRIAL HELD | 08/27/2025,FIRST APPEARANCE | 08/26/2025,INDICTED BINDOVER | 08/22/2025,CPD EDC SET | 08/20/2025,BINDOVER CIF#CI256109BT | 08/17/2025,ARRESTED",True,indicted
CR-25-705042-A,2025_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2913.02.A(3),THEFT; AGGRAVATED THEFT","10/30/2025,PRETRIAL HELD | 10/09/2025,PRETRIAL HELD | 09/26/2025,PRETRIAL HELD | 09/16/2025,INDICTED BINDOVER | 09/09/2025,FIRST APPEARANCE | 09/08/2025,CPD EDC SET | 08/28/2025,BINDOVER CIF#CI256547BT | 08/26/2025,ARRESTED",True,indicted
CR-25-705061-A,2025_cases_comprehensive.csv,"INDICT,2921.31.A,""ATTEMPTED, OBSTRUCTING OFFICIAL BUSINESS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.331.A,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T","09/29/2025,PRETRIAL HELD | 08/29/2025,INDICTED ORIGINAL | 08/01/2025,ARRESTED",True,indicted
CR-25-705072-A,2025_cases_comprehensive.csv,"INDICT,2921.05.A,RETALIATION,  | INDICT,2921.04.B(3),INTIMIDATION OF CRIME VICTIM OR WITNESS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2903.13.A,ASSAULT","08/29/2025,INDICTED ORIGINAL | 07/17/2025,ARRESTED",True,indicted
CR-25-705133-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,  | INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2923.24.A,POSSESSING CRIMINAL TOOLS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","09/09/2025,INDICTED ORIGINAL | 05/02/2025,ARRESTED",True,indicted
CR-25-705140-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","11/10/2025,PRETRIAL HELD | 10/08/2025,INDICTED BINDOVER | 08/29/2025,BINDOVER CIF#CI257287BS | 06/27/2024,ARRESTED",True,indicted
CR-25-705152-A,2025_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.A,RESISTING ARREST,  | INDICT,2925.11.A,DRUG POSSESSION","10/21/2025,PRETRIAL HELD | 09/23/2025,PRETRIAL HELD | 09/11/2025,INDICTED ORIGINAL | 09/01/2025,ARRESTED",True,indicted
CR-25-705165-A,2025_cases_comprehensive.csv,"INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.A,RESISTING ARREST,  | INDICT,2919.22.A,ENDANGERING CHILDREN,  | INDICT,2919.22.A,ENDANGERING CHILDREN,  | INDICT,2919.22.A,ENDANGERING CHILDREN,  | INDICT,2919.22.A,ENDANGERING CHILDREN","09/25/2025,INDICTED BINDOVER | 09/02/2025,BINDOVER CIF#CI256702BT | 08/30/2025,ARRESTED",True,indicted
CR-25-705177-A,2025_cases_comprehensive.csv,"INDICT,2913.51.A,RSP - MV,  | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/07/2025,PRETRIAL HELD | 09/30/2025,PRETRIAL HELD | 09/16/2025,INDICTED BINDOVER | 09/08/2025,FIRST APPEARANCE | 09/05/2025,CPD EDC SET | 09/02/2025,BINDOVER CIF#CI256724BT | 08/30/2025,ARRESTED",True,indicted
CR-25-705190-A,2025_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2913.51.A,RSP - MV,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","11/04/2025,PRETRIAL HELD | 10/21/2025,PRETRIAL HELD | 09/25/2025,INDICTED BINDOVER | 09/03/2025,ARRESTED | 09/03/2025,BINDOVER CIF#CI256746BT",True,indicted
CR-25-705193-A,2025_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2921.38.B,HARRASSMENT BY INMATE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.B,RESISTING ARREST,  ","11/10/2025,PRETRIAL HELD | 10/08/2025,INDICTED BINDOVER | 09/03/2025,BINDOVER CIF#CI256701BT | 08/22/2025,ARRESTED",True,indicted
CR-25-705205-A,2025_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2903.13.A,ASSAULT (PO),  | INDICT,2903.13.A,ASSAULT (PO),  | INDICT,2921.38.B,HARRASSMENT BY INMATE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/30/2025,PRETRIAL HELD | 09/19/2025,INDICTED BINDOVER | 09/04/2025,BINDOVER CIF#CI256828BT | 08/27/2025,ARRESTED",True,indicted
CR-25-705209-A,2025_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2919.25.A,DOMESTIC VIOLENCE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/21/2025,PRETRIAL HELD | 09/25/2025,PRETRIAL HELD | 09/15/2025,PRETRIAL HELD | 09/09/2025,INDICTED ORIGINAL | 09/04/2025,ARRESTED",True,indicted
CR-25-705229-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2903.13.A,ASSAULT,  | INDICT,2919.22.A,ENDANGERING CHILDREN","09/29/2025,PRETRIAL HELD | 09/25/2025,INDICTED BINDOVER | 09/05/2025,BINDOVER CIF#CI256895BT | 09/03/2025,ARRESTED",True,indicted
CR-25-705269-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.B,RESISTING ARREST","11/07/2025,PRETRIAL HELD | 10/21/2025,PRETRIAL HELD | 10/08/2025,PRETRIAL HELD | 09/29/2025,INDICTED BINDOVER | 09/11/2025,FIRST APPEARANCE | 09/10/2025,CPD EDC SET | 09/08/2025,BINDOVER CIF#CI256964BT | 09/05/2025,ARRESTED",True,indicted
CR-25-705271-A,2025_cases_comprehensive.csv,"INDICT,2909.05.A,VANDALISM,  | INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/21/2025,INDICTED BINDOVER | 09/11/2025,FIRST APPEARANCE | 09/10/2025,CPD EDC SET | 09/08/2025,BINDOVER CIF#CI257011BT | 09/05/2025,ARRESTED",True,indicted
CR-25-705278-A,2025_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE","09/29/2025,PRETRIAL HELD | 09/22/2025,PRETRIAL HELD | 09/10/2025,CPD EDC SET | 09/09/2025,INDICTED BINDOVER | 09/08/2025,BINDOVER CIF#CI256977BT | 09/03/2025,ARRESTED",True,indicted
CR-25-705303-A,2025_cases_comprehensive.csv,"INDICT,2903.02.A,MURDER,  | INDICT,2903.02.B,MURDER,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,  | INDICT,2927.01.B,OFFENSES AGAINST HUMAN CORPSE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/28/2025,PRETRIAL HELD | 10/09/2025,PRETRIAL HELD | 09/22/2025,PRETRIAL HELD | 09/15/2025,INDICTED ORIGINAL | 09/07/2025,ARRESTED",True,indicted
CR-25-705325-A,2025_cases_comprehensive.csv,"INDICT,2911.01.A(1),AGGRAVATED ROBBERY,  | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,  | INDICT,2911.02.A(1),ROBBERY,  | INDICT,2911.02.A(1),ROBBERY,  | INDICT,2911.02.A(2),ROBBERY,  | INDICT,2911.02.A(2),ROBBERY,  | INDICT,2911.02.A(3),ROBBERY,  | INDICT,2911.02.A(3),ROBBERY,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2923.162.A(3),DISCHARGE OF FIRE","10/30/2025,PRETRIAL HELD | 10/16/2025,PRETRIAL HELD | 10/01/2025,PRETRIAL HELD | 09/16/2025,INDICTED ORIGINAL | 07/09/2025,ARRESTED",True,indicted
CR-25-705329-A,2025_cases_comprehensive.csv,"INDICT,2911.12.A(2),BURGLARY,  | INDICT,2911.12.B,BURGLARY,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","11/03/2025,PRETRIAL HELD | 10/20/2025,PRETRIAL HELD | 09/29/2025,INDICTED BINDOVER | 09/15/2025,FIRST APPEARANCE | 09/12/2025,CPD EDC SET | 09/11/2025,BINDOVER CIF#CI257081BT | 09/08/2025,ARRESTED",True,indicted
CR-25-705342-A,2025_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.B,RESISTING ARREST,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE","11/04/2025,DRUG COURT - MAT | 10/28/2025,PRETRIAL HELD | 10/22/2025,PRETRIAL HELD | 10/16/2025,PRETRIAL HELD | 09/30/2025,INDICTED BINDOVER | 09/12/2025,FIRST APPEARANCE | 09/11/2025,CPD EDC SET | 09/10/2025,BINDOVER CIF#CI257031BT | 09/08/2025,ARRESTED",True,indicted
CR-25-705359-A,2025_cases_comprehensive.csv,"INDICT,2909.05.B(1)(B),VANDALISM,  | INDICT,2909.05.B(1)(A),VANDALISM,  | INDICT,2921.13.A(03),FALSIFICATION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/27/2025,PRETRIAL HELD | 10/20/2025,PRETRIAL HELD | 10/01/2025,INDICTED BINDOVER | 09/15/2025,FIRST APPEARANCE | 09/12/2025,CPD EDC SET | 09/11/2025,BINDOVER CIF#CI257110BT | 09/09/2025,ARRESTED",True,indicted
CR-25-705387-A,2025_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2919.22.A,ENDANGERING CHILDREN","11/10/2025,PRETRIAL HELD | 10/29/2025,PRETRIAL HELD | 09/12/2025,INDICTED ORIGINAL | 09/07/2025,ARRESTED",True,indicted
CR-25-705390-A,2025_cases_comprehensive.csv,"INDICT,2909.05.B(1)(B),VANDALISM,  | INDICT,2903.21.A,AGGRAVATED MENACING,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","09/19/2025,INDICTED BINDOVER | 09/04/2025,BINDOVER CIF#CI253029BT | 05/05/2025,ARRESTED",True,indicted
CR-25-705398-A,2025_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,  | INDICT,2921.13.A(03),FALSIFICATION,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","09/15/2025,INDICTED ORIGINAL | 07/30/2025,ARRESTED",True,indicted
CR-25-705492-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","09/16/2025,INDICTED ORIGINAL | 05/20/2025,ARRESTED",True,indicted
CR-25-705495-A,2025_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/28/2025,PRETRIAL HELD | 09/16/2025,INDICTED ORIGINAL | 05/23/2025,ARRESTED",True,indicted
