case_number,source_file,charges,events
CR-23-687534-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.18.(B)(1),STRANGULATION,DISM OTHER | INDICT,2903.18.(B)(2),STRANGULATION,DISM OTHER | INDICT,2903.21.A,AGGRAVATED MENACING,DISM OTHER","07/15/2024,CASE DISMISSED | 07/09/2024,PRETRIAL HELD | 06/18/2024,PRETRIAL HELD | 05/28/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 04/23/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/18/2024,PRETRIAL HELD | 02/20/2024,INDICTED BINDOVER | 12/08/2023,BINDOVER CIF#CI231733AP"
CR-23-687540-A,2023_cases_comprehensive.csv,"INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE","07/15/2024,FINAL PRETRIAL HELD | 05/13/2024,FINAL PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/13/2024,PRETRIAL HELD | 02/21/2024,PRETRIAL HELD | 01/09/2024,INDICTED BINDOVER | 12/13/2023,CPD EDC SET | 12/12/2023,BINDOVER CIF#CI231744AI | 12/09/2023,ARRESTED"
CR-23-687545-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","03/19/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/23/2024,PRETRIAL HELD | 01/09/2024,PRETRIAL HELD | 12/19/2023,INDICTED ORIGINAL | 12/09/2023,ARRESTED"
CR-23-687601-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER","04/16/2024,CASE DISMISSED | 04/10/2024,PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/03/2024,INDICTED BINDOVER | 12/18/2023,FIRST APPEARANCE | 12/15/2023,CPD EDC SET | 12/13/2023,BINDOVER CIF#CI236709BR | 12/10/2023,ARRESTED"
CR-23-687640-A,2023_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER","12/19/2023,CASE DISMISSED | 12/12/2023,ARRESTED"
CR-23-687662-A,2023_cases_comprehensive.csv,"INDICT,2903.04.A,INVOLUNTARY MANSLAUGHTER,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.A,MURDER,NOLLE | INDICT,2903.02.B,MURDER,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.01.A,""ATTEMPTED, AGGRAVATED MURDER"",NOLLE | INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.02.B,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(2),FELO","05/15/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/05/2024,PRETRIAL HELD | 02/21/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/18/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/26/2023,INDICTED BINDOVER | 12/18/2023,CPD EDC SET | 12/13/2023,BINDOVER CIF#CI236781BR | 12/11/2023"
CR-23-687683-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER","06/11/2024,CASE DISMISSED | 05/02/2024,PRETRIAL HELD | 04/22/2024,PRETRIAL HELD | 03/28/2024,FINAL PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/29/2024,PRETRIAL HELD | 02/15/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/19/2023,INDICTED ORIGINAL | 12/12/2023,ARRESTED"
CR-23-687695-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),""ATTEMPTED, HAVING WEAPONS WHILE UNDER DISABILITY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.D(1),IMPROPERLY HANDLING FIREARMS IN A ","04/09/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 02/02/2024,PRETRIAL HELD | 12/29/2023,INDICTED BINDOVER | 12/21/2023,FIRST APPEARANCE | 12/20/2023,CPD EDC SET | 12/15/2023,BINDOVER CIF#CI236802BR | 12/14/2023,ARRESTED"
CR-23-687701-A,2023_cases_comprehensive.csv,"INDICT,2903.01.A,AGGRAVATED MURDER,FND N/GLTY - JURY | INDICT,2903.02.A,MURDER,FND GLTY - JURY | INDICT,2903.02.B,MURDER,FND GLTY - JURY | INDICT,2903.11.A,FELONIOUS ASSAULT,FND GLTY - JURY | INDICT,2903.11.A(2),FELONIOUS ASSAULT,FND GLTY - JURY | INDICT,2903.01.A,""ATTEMPTED, AGGRAVATED MURDER"",FND N/GLTY - JURY | INDICT,2903.02.A,""ATTEMPTED, MURDER"",FND GLTY - JURY | INDICT,2903.02.B,""ATTEMPTED, ","08/16/2024,PRETRIAL HELD | 08/05/2024,FINAL PRETRIAL HELD | 07/24/2024,PRETRIAL HELD | 07/08/2024,PRETRIAL HELD | 06/24/2024,PRETRIAL HELD | 05/16/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 04/18/2024,PRETRIAL HELD | 03/28/2024,PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 02/15/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/18/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/21/2023,INDIC"
CR-23-687703-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE","10/01/2024,PV HELD | 03/15/2024,PRETRIAL HELD | 02/22/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/04/2024,PRETRIAL HELD | 12/26/2023,INDICTED ORIGINAL | 12/16/2023,ARRESTED"
CR-23-687711-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER","04/09/2024,CASE DISMISSED | 02/28/2024,FINAL PRETRIAL HELD | 02/20/2024,PRETRIAL HELD | 02/07/2024,PRETRIAL HELD | 01/25/2024,PRETRIAL HELD | 12/28/2023,INDICTED ORIGINAL | 12/16/2023,ARRESTED"
CR-23-687715-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,NOLLE | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T","03/18/2024,FINAL PRETRIAL HELD | 03/14/2024,PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 02/28/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 02/05/2024,PRETRIAL HELD | 01/22/2024,PRETRIAL HELD | 12/26/2023,INDICTED ORIGINAL | 12/14/2023,ARRESTED"
CR-23-687722-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T","05/23/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/20/2024,PRETRIAL HELD | 01/29/2024,PRETRIAL HELD | 12/19/2023,INDICTED ORIGINAL"
CR-23-687734-A,2023_cases_comprehensive.csv,"INDICT,2911.01.A(1),AGGRAVATED ROBBERY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.01.A(3),AGGRAVATED ROBBERY,NOLLE | INDICT,2911.02.A(1),ROBBERY,NOLLE | INDICT,2911.02.A(2),ROBBERY,NOLLE | INDICT,2911.02.A(3),ROBBERY,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2913.02.A(1","12/22/2023,INDICTED BINDOVER | 12/19/2023,BINDOVER CIF#CI231918AP"
CR-23-687736-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.18.(B)(1),""ATTEMPTED, STRANGULATION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.18.(B)(3),STRANGULATION,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","03/06/2025,PV HELD | 01/23/2025,PV HELD | 06/24/2024,PRETRIAL HELD | 06/11/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/02/2024,FINAL PRETRIAL HELD | 03/13/2024,PRETRIAL HELD | 02/26/2024,PRETRIAL HELD | 02/05/2024,PRETRIAL HELD | 01/03/2024,INDICTED BINDOVER | 12/19/2023,BINDOVER CIF#CI236756BR | 12/12/2023,ARRESTED"
CR-23-687754-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A,FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2903.11.A,FELONIOUS ASSAULT,NOLLE | INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DIS","12/02/2024,PRETRIAL HELD | 11/12/2024,PRETRIAL HELD | 11/04/2024,PRETRIAL HELD | 10/22/2024,PRETRIAL HELD | 10/07/2024,PRETRIAL HELD | 09/24/2024,PRETRIAL HELD | 08/27/2024,PRETRIAL HELD | 08/21/2024,PRETRIAL HELD | 08/05/2024,PRETRIAL HELD | 07/22/2024,PRETRIAL HELD | 07/08/2024,PRETRIAL HELD | 06/17/2024,PRETRIAL HELD | 06/03/2024,PRETRIAL HELD | 05/28/2024,PRETRIAL HELD | 05/16/2024,PRETRIAL HE"
CR-23-687755-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2919.22.A,ENDANGERING CHILDREN,DISM OTHER","10/30/2024,CASE DISMISSED | 09/30/2024,PRETRIAL HELD | 09/23/2024,PRETRIAL HELD | 09/09/2024,FINAL PRETRIAL HELD | 08/13/2024,PRETRIAL HELD | 07/23/2024,PRETRIAL HELD | 07/02/2024,PRETRIAL HELD | 06/11/2024,PRETRIAL HELD | 06/04/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 02/14/2024,INDICTED BINDOVER | 12/19/2023,BINDOVER CIF#CI231923AP | 12/17/2023,ARRESTED"
CR-23-687758-A,2023_cases_comprehensive.csv,"INDICT,2903.01,AGGRAVATED MURDER,DISM OTHER | INDICT,2903.01,AGGRAVATED MURDER,DISM OTHER | INDICT,2903.02,MURDER,DISM OTHER | INDICT,2903.02,MURDER,DISM OTHER | INDICT,2903.02,MURDER,DISM OTHER | INDICT,2911.01,AGGRAVATED ROBBERY,DISM OTHER | INDICT,2911.01,AGGRAVATED ROBBERY,DISM OTHER | INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER | INDICT,2911.02,RO","03/05/2024,CASE DISMISSED | 12/19/2023,BINDOVER CIF#CI231925AP | 10/01/2023,ARRESTED"
CR-23-687759-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.162.(A)(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,DISM OTHER | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER | INDICT,2903.21.A,AGGRAVATED MENACING,DISM OTHER | INDICT,2909.06.A(1),CRIMINAL DAMAGING,DISM OTHER","03/04/2024,CASE DISMISSED | 02/28/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/16/2024,INDICTED BINDOVER | 12/21/2023,FIRST APPEARANCE | 12/20/2023,CPD EDC SET | 12/19/2023,BINDOVER CIF#CI238791CC | 12/14/2023,ARRESTED"
CR-23-687771-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.18.(B)(2),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),""ATTEMPTED, STRANGULATION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","07/02/2024,FINAL PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 01/23/2024,INDICTED BINDOVER | 12/22/2023,FIRST APPEARANCE | 12/21/2023,CPD EDC SET | 12/19/2023,BINDOVER CIF#CI232010AP | 12/18/2023,ARRESTED"
CR-23-687773-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE","11/05/2025,PV HELD | 02/26/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/16/2024,INDICTED BINDOVER | 12/29/2023,FIRST APPEARANCE | 12/28/2023,CPD EDC SET | 12/19/2023,ARRESTED | 12/19/2023,BINDOVER CIF#CI232012AP"
CR-23-687794-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T","03/13/2024,PRETRIAL HELD | 02/26/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/12/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/19/2023,ARRESTED"
CR-23-687796-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT","02/13/2024,FINAL PRETRIAL HELD | 01/25/2024,PRETRIAL HELD | 01/18/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/18/2023,ARRESTED"
CR-23-687805-A,2023_cases_comprehensive.csv,"N/A,2903.11,FELONIOUS ASSAULT,No Billed","12/20/2023,BINDOVER CIF#CI236818BR | 12/17/2023,ARRESTED"
CR-23-687808-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER","04/30/2025,CASE DISMISSED | 03/31/2025,PRETRIAL HELD | 03/19/2025,PRETRIAL HELD | 12/22/2023,INDICTED ORIGINAL"
CR-23-687828-A,2023_cases_comprehensive.csv,"INDICT,2903.18.(B)(2),STRANGULATION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.22.B(1),ENDANGERING CHILDREN,NOLLE | INDICT,2919.22.B(4),ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,NOLLE | INDICT,2919.22.B(1),ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,N","04/25/2024,FINAL PRETRIAL HELD | 04/11/2024,PRETRIAL HELD | 03/25/2024,PRETRIAL HELD | 02/22/2024,INDICTED BINDOVER | 12/28/2023,FIRST APPEARANCE | 12/27/2023,CPD EDC SET | 12/22/2023,ARRESTED | 12/22/2023,BINDOVER CIF#CI232077AP"
CR-23-687840-A,2023_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER","12/28/2023,CASE DISMISSED | 12/22/2023,ARRESTED"
CR-23-687842-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2905.02.A(2),""ATTEMPTED, ABDUCTION"",PLD GLTY- N/C LIO-AMEND @ P/T","01/23/2025,PV HELD | 07/10/2024,PRETRIAL HELD | 05/30/2024,FINAL PRETRIAL HELD | 05/13/2024,PRETRIAL HELD | 04/29/2024,PRETRIAL HELD | 04/11/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 02/29/2024,PRETRIAL HELD | 02/15/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/03/2024,INDICTED ORIGINAL | 12/22/2023,ARRESTED"
CR-23-687854-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER","06/24/2024,CASE DISMISSED | 05/15/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 04/11/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/29/2024,PRETRIAL HELD | 01/09/2024,INDICTED ORIGINAL | 12/23/2023,ARRESTED"
CR-23-687857-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T","06/18/2024,PRETRIAL HELD | 06/13/2024,PRETRIAL HELD | 06/06/2024,PRETRIAL HELD | 05/29/2024,PRETRIAL HELD | 05/23/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/16/2024,PRETRIAL HELD | 04/01/2024,PRETRIAL HELD | 03/14/2024,PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 02/20/2024,PRETRIAL HELD | 02/05/2024,PRETRIAL HELD | 01/03/2024,INDICTED ORIGINAL | 12/23/2023,ARRESTED"
CR-23-687863-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER","05/28/2024,CASE DISMISSED | 04/17/2024,PRETRIAL HELD | 03/19/2024,PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 02/08/2024,PRETRIAL HELD | 01/23/2024,PRETRIAL HELD | 01/10/2024,INDICTED BINDOVER | 01/02/2024,FIRST APPEARANCE | 12/29/2023,CPD EDC SET | 12/21/2023,BINDOVER CIF#CI232143AP | 12/19/2023,ARRESTED"
CR-23-687895-A,2023_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER","01/03/2024,CASE DISMISSED | 12/24/2023,ARRESTED"
CR-23-687897-A,2023_cases_comprehensive.csv,"N/A,2903.11,FELONIOUS ASSAULT,No Billed","12/27/2023,BINDOVER CIF#CI232145AP | 12/24/2023,ARRESTED"
CR-23-687901-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.02.A(1),AGGRAVATED ARSON,NOLLE | INDICT,2909.02.A(1),AGGRAVATED ARSON,NOLLE | INDICT,2909.02.A(1),AGGRAVATED ARSON,NOLLE | INDICT,2909.02.A(2),""ATTEMPTED, AGGRAVATED ARSON"",PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,","04/18/2024,FINAL PRETRIAL HELD | 03/13/2024,FINAL PRETRIAL HELD | 03/05/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 01/10/2024,INDICTED ORIGINAL"
CR-23-687914-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER","03/11/2024,CASE DISMISSED | 02/21/2024,FINAL PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 02/12/2024,PRETRIAL HELD | 02/01/2024,PRETRIAL HELD | 01/17/2024,PRETRIAL HELD | 01/03/2024,INDICTED ORIGINAL | 12/20/2023,ARRESTED"
CR-23-687915-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2909.05.B(1)(B),VANDALISM,PLD GLTY- N/C - IND @ P/","08/22/2024,PV HELD | 05/14/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/29/2024,PRETRIAL HELD | 04/16/2024,FINAL PRETRIAL HELD | 04/03/2024,FINAL PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/11/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/06/2024,FINAL PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/22/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/20/"
CR-23-687916-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE","01/03/2024,INDICTED ORIGINAL | 12/20/2023,ARRESTED"
CR-23-687917-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T","04/23/2024,PRETRIAL HELD | 04/16/2024,PRETRIAL HELD | 04/02/2024,PRETRIAL HELD | 03/19/2024,PRETRIAL HELD | 03/05/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 01/23/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/21/2023,ARRESTED"
CR-23-687918-A,2023_cases_comprehensive.csv,"INDICT,2903.01.A,AGGRAVATED MURDER,  | INDICT,2903.02.A,MURDER,  | INDICT,2903.02.B,MURDER,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY","09/05/2024,PRETRIAL HELD | 08/15/2024,PRETRIAL HELD | 07/30/2024,PRETRIAL HELD | 06/26/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/18/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/11/2024,PRETRIAL HELD | 02/22/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/24/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/20/2023,ARRESTED"
CR-23-687924-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),DISM OTHER","05/16/2024,CASE DISMISSED | 04/30/2024,PRETRIAL HELD | 04/11/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 02/21/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/29/2024,PRETRIAL HELD | 12/29/2023,INDICTED ORIGINAL | 12/26/2023,ARRESTED"
