case_number,source_file,charges,events
CR-23-680669-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T","09/20/2023,PRETRIAL HELD | 09/13/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 08/07/2023,PRETRIAL HELD | 07/27/2023,PRETRIAL HELD | 07/12/2023,PRETRIAL HELD | 06/20/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 04/28/2023,INDICTED BINDOVER | 04/26/2023,BINDOVER CIF#CI237890BQ"
CR-23-680672-A,2023_cases_comprehensive.csv,"N/A,2903.11,FELONIOUS ASSAULT,No Billed",N/A
CR-23-680699-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2927.12.A,ETHNIC INTIMIDATION,PLD GLTY- N/C - IND @ P/T | INDICT,2927.12.A,ETHNIC INTIMIDATION,NOLLE | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE","06/22/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 06/08/2023,PRETRIAL HELD | 05/18/2023,PRETRIAL HELD | 05/04/2023,PRETRIAL HELD | 04/28/2023,INDICTED ORIGINAL"
CR-23-680717-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER","05/30/2023,CASE DISMISSED | 05/08/2023,INDICTED ORIGINAL | 04/26/2023,ARRESTED"
CR-23-680724-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","10/24/2023,PRETRIAL HELD | 09/05/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 06/13/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/24/2023,PRETRIAL HELD | 05/10/2023,INDICTED BINDOVER | 05/02/2023,FIRST APPEARANCE | 05/01/2023,CPD EDC SET | 04/29/2023,BINDOVER CIF#CI238816AO | 04/28/2023,ARRESTED"
CR-23-680725-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.18.(B)(1),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2905.02.A(2),""ATTEMPTED, ABDUCTION"",PLD GLTY- N/C LIO-AMEND @ P/T","02/25/2025,PV HELD | 05/09/2023,INDICTED BINDOVER | 05/02/2023,FIRST APPEARANCE | 05/01/2023,CPD EDC SET | 04/29/2023,BINDOVER CIF#CI238820AO | 04/27/2023,ARRESTED"
CR-23-680731-A,2023_cases_comprehensive.csv,"INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS","05/15/2023,PRETRIAL HELD | 05/08/2023,PRETRIAL HELD | 05/02/2023,INDICTED ORIGINAL | 07/06/2022,ARRESTED"
CR-23-680733-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,NOLLE | INDICT,2903.211.A(1),MENACING BY STALKING,PLD GLTY- N/C - IND @ P/T | INDICT,2903.211.A(1),MENACING BY STALKING,NOLLE | INDICT,2903.211.A(1),MENACING BY STALKING,NOLLE | INDICT,2917.21.B(1),TELECOMMUNICATIONS HARASSMENT,NOLLE","01/29/2024,PRETRIAL HELD | 01/10/2024,PRETRIAL HELD | 12/05/2023,PRETRIAL HELD | 11/20/2023,PRETRIAL HELD | 11/06/2023,PRETRIAL HELD | 10/23/2023,PRETRIAL HELD | 10/10/2023,PRETRIAL HELD | 09/26/2023,PRETRIAL HELD | 09/11/2023,PRETRIAL HELD | 05/12/2023,INDICTED ORIGINAL"
CR-23-680742-A,2023_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,OTHER TERMIN.","06/07/2023,CASE CLOSED | 05/01/2023,BINDOVER CIF#CI238822AO | 04/28/2023,ARRESTED"
CR-23-680744-A,2023_cases_comprehensive.csv,"N/A,2903.11,FELONIOUS ASSAULT,No Billed","05/01/2023,BINDOVER CIF#CI238036BQ | 04/28/2023,ARRESTED"
CR-23-680767-A,2023_cases_comprehensive.csv,"INDICT,2911.02.A(2),ROBBERY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","08/14/2023,PRETRIAL HELD | 07/24/2023,PRETRIAL HELD | 05/26/2023,INDICTED BINDOVER | 05/04/2023,FIRST APPEARANCE | 05/03/2023,CPD EDC SET | 05/01/2023,BINDOVER CIF#CI238084BQ | 04/29/2023,ARRESTED"
CR-23-680784-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2919.27.A(1),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",PLD GLTY- N/C - IND @ P/T | INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.27.A(2),""VIOLATING PROTECTION ORDER, CONSENT AGR","04/24/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 03/13/2024,PRETRIAL HELD | 02/29/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/17/2024,PRETRIAL HELD | 12/20/2023,PRETRIAL HELD | 08/21/2023,PRETRIAL HELD | 08/01/2023,PRETRIAL HELD | 07/06/2023,PRETRIAL HELD | 06/14/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/11/2023,INDICTED BI"
CR-23-680789-A,2023_cases_comprehensive.csv,"INDICT,2903.01.A,AGGRAVATED MURDER,DISMISS P/T | INDICT,2903.02.A,""ATTEMPTED, MURDER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.B,MURDER,DISMISS P/T | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISMISS P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISMISS P/T","01/22/2024,PRETRIAL HELD | 01/17/2024,PRETRIAL HELD | 12/19/2023,PRETRIAL HELD | 12/07/2023,PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 10/25/2023,PRETRIAL HELD | 10/16/2023,PRETRIAL HELD | 09/25/2023,PRETRIAL HELD | 08/15/2023,PRETRIAL HELD | 07/31/2023,PRETRIAL HELD | 07/19/2023,PRETRIAL HELD | 07/12/2023,PRETRIAL HELD | 06/21/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/15/2023,PRETRIAL HE"
CR-23-680817-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T","09/07/2023,PRETRIAL HELD | 08/24/2023,PRETRIAL HELD | 08/09/2023,PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/19/2023,INDICTED BINDOVER | 05/16/2023,FIRST APPEARANCE | 05/15/2023,CPD EDC SET | 05/03/2023,BINDOVER CIF#CI238862AO | 05/01/2023,ARRESTED"
CR-23-680836-A,2023_cases_comprehensive.csv,"INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2923.13.A(1),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER ","09/26/2023,PRETRIAL HELD | 09/14/2023,PRETRIAL HELD | 08/28/2023,PRETRIAL HELD | 08/09/2023,PRETRIAL HELD | 07/24/2023,PRETRIAL HELD | 07/05/2023,PRETRIAL HELD | 06/29/2023,PRETRIAL HELD | 06/20/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/15/2023,PRETRIAL HELD | 05/05/2023,INDICTED ORIGINAL"
CR-23-680844-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT,NOLLE | INDICT,2909.04.A(3),DISRUPTING PUBLIC SERVICE,NOLLE | INDICT,2921.04.B(1),""ATTEMPTED, INTIMIDATION OF CRIME VICTIM OR WITNESS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.51.A,RSP - MV,NOLLE","08/14/2024,FINAL PRETRIAL HELD | 08/13/2024,FINAL PRETRIAL HELD | 07/31/2024,PRETRIAL HELD | 07/17/2024,PRETRIAL HELD | 07/11/2024,PRETRIAL HELD | 07/03/2024,PRETRIAL HELD | 06/25/2024,PRETRIAL HELD | 06/06/2024,PRETRIAL HELD | 05/15/2024,PRETRIAL HELD | 05/08/2024,PRETRIAL HELD | 03/25/2024,PRETRIAL HELD | 03/11/2024,PRETRIAL HELD | 05/17/2023,INDICTED ORIGINAL"
CR-23-680845-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.08.A(1)(A),AGGRAVATED VEHICULAR ASSAULT; VEHICULAR ASSAULT,NOLLE | INDICT,2903.08.A(2)(B),AGGRAVATED VEHICULAR ASSAULT; VEHICULAR ASSAULT,NOLLE | INDICT,4549.02.A(1),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,PLD GLTY- N/C - IND @ P/T | INDI","04/25/2024,PV HELD | 09/08/2023,PRETRIAL HELD | 08/28/2023,PRETRIAL HELD | 07/20/2023,PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/08/2023,PRETRIAL HELD | 05/10/2023,INDICTED ORIGINAL"
CR-23-680872-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,PLD GLTY- N/C LIO-AMEND @ P/T","05/05/2023,INDICTED ORIGINAL"
CR-23-680873-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE","10/10/2023,PRETRIAL HELD | 09/26/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 08/08/2023,PRETRIAL HELD | 07/17/2023,PRETRIAL HELD | 05/05/2023,INDICTED ORIGINAL | 01/26/2023,ARRESTED"
CR-23-680880-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2905.01.A(3),KIDNAPPING,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T","08/30/2023,PRETRIAL HELD | 08/17/2023,PRETRIAL HELD | 07/25/2023,PRETRIAL HELD | 06/29/2023,PRETRIAL HELD | 05/10/2023,INDICTED ORIGINAL | 05/03/2023,ARRESTED"
CR-23-680881-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.02.A,""ATTEMPTED, MURDER"",DISM OTHER","10/11/2023,CASE DISMISSED | 09/07/2023,PRETRIAL HELD | 08/23/2023,PRETRIAL HELD | 08/08/2023,PRETRIAL HELD | 08/01/2023,PRETRIAL HELD | 07/11/2023,PRETRIAL HELD | 06/27/2023,PRETRIAL HELD | 05/22/2023,PRETRIAL HELD | 05/15/2023,CPD EDC SET | 05/12/2023,INDICTED BINDOVER | 05/05/2023,BINDOVER CIF#CI234042AN | 05/03/2023,ARRESTED"
CR-23-680884-A,2023_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,OTHER TERMIN.","05/17/2023,CASE CLOSED | 05/05/2023,BINDOVER CIF#CI238876AO | 05/03/2023,ARRESTED"
CR-23-680888-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.02.A(1),PETTY THEFT,PLD GLTY- N/C - IND @ P/T","11/14/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 10/16/2023,PRETRIAL HELD | 09/26/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/31/2023,PRETRIAL HELD | 05/08/2023,INDICTED ORIGINAL"
CR-23-680891-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,PLD GLTY- N/C - IND @ P/T","06/27/2024,PV HELD | 08/16/2023,FINAL PRETRIAL HELD | 08/09/2023,PRETRIAL HELD | 07/20/2023,PRETRIAL HELD | 07/06/2023,PRETRIAL HELD | 06/14/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/24/2023,PRETRIAL HELD | 05/12/2023,INDICTED ORIGINAL | 05/04/2023,ARRESTED"
CR-23-680893-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE","07/12/2023,PRETRIAL HELD | 07/06/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/09/2023,INDICTED ORIGINAL | 05/05/2023,ARRESTED"
CR-23-680895-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER","09/18/2023,CASE DISMISSED | 08/23/2023,PRETRIAL HELD | 08/17/2023,PRETRIAL HELD | 07/27/2023,PRETRIAL HELD | 07/06/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/18/2023,INDICTED BINDOVER | 05/06/2023,BINDOVER CIF#CI238887AO | 05/04/2023,ARRESTED"
CR-23-680903-A,2023_cases_comprehensive.csv,"INDICT,2911.12.A(3),BURGLARY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.11.A(2),AGGRAVATED BURGLARY,NOLLE | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,NOLLE | INDICT,2911.01.A(3),AGGRAVATED ROBBERY,NOLLE | INDICT,2911.02.A(1),ROBBERY,NOLLE | INDICT,2911.02.A(2),ROBBERY,NOLLE | INDICT,2911.02.A(3),ROBBERY,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE","07/26/2023,FINAL PRETRIAL HELD | 07/10/2023,PRETRIAL HELD | 06/26/2023,PRETRIAL HELD | 06/12/2023,PRETRIAL HELD | 05/12/2023,INDICTED BINDOVER | 05/08/2023,CPD EDC SET | 05/05/2023,BINDOVER CIF#CI238930AO"
CR-23-680904-A,2023_cases_comprehensive.csv,"INDICT,2903.12.A(2),AGGRAVATED ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C LIO-AMEND @ P/T","08/14/2025,PV HELD | 08/07/2024,PV HELD | 09/21/2023,PRETRIAL HELD | 09/19/2023,PRETRIAL HELD | 08/30/2023,PRETRIAL HELD | 08/24/2023,PRETRIAL HELD | 08/10/2023,PRETRIAL HELD | 08/03/2023,PRETRIAL HELD | 07/13/2023,PRETRIAL HELD | 06/20/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/18/2023,INDICTED BINDOVER | 05/10/2023,FIRST APPEARANCE | 05/09/2023,CPD EDC SET | 05/08/2023,BINDOVER CIF#CI232"
CR-23-680912-A,2023_cases_comprehensive.csv,"INDICT,2909.02.A(2),AGGRAVATED ARSON,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2909.03.A(1),ARSON,NOLLE","08/17/2023,PRETRIAL HELD | 08/03/2023,PRETRIAL HELD | 07/20/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/15/2023,PRETRIAL HELD | 05/10/2023,FIRST APPEARANCE | 05/09/2023,CPD EDC SET | 05/09/2023,INDICTED BINDOVER | 05/08/2023,BINDOVER CIF#CI238903AO | 05/05/2023,ARRESTED"
CR-23-680925-A,2023_cases_comprehensive.csv,"INDICT,2903.01.A,AGGRAVATED MURDER,DISM OTHER | INDICT,2903.02.A,MURDER,DISM OTHER | INDICT,2903.02.B,MURDER,DISM OTHER | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER | INDICT,2903.01.A,AGGRAVATED MURDER,DISM OTHER | INDICT,2903.02.A,MURDER,DISM OTHER | INDICT,2903.02.B,MUR","06/30/2023,CASE DISMISSED | 06/22/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/22/2023,INDICTED ORIGINAL | 05/04/2023,ARRESTED"
CR-23-680952-A,2023_cases_comprehensive.csv,"INDICT,2903.04.A,INVOLUNTARY MANSLAUGHTER,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.A,MURDER,NOLLE | INDICT,2903.02.B,MURDER,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T","09/12/2024,FINAL PRETRIAL HELD | 08/21/2024,PRETRIAL HELD | 07/30/2024,PRETRIAL HELD | 07/02/2024,PRETRIAL HELD | 06/12/2024,PRETRIAL HELD | 05/14/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 12/19/2023,FINAL PRETRIAL HELD | 12/12/2023,FINAL PRETRIAL HELD | 11/20/2023,PRETRIAL HELD | 11/02/2023,PRETRIAL HELD | 11/01/2023,PRETRIAL HELD | 10/11/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 08/3"
CR-23-680968-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T","10/18/2023,FINAL PRETRIAL HELD | 09/07/2023,PRETRIAL HELD | 07/11/2023,PRETRIAL HELD | 06/13/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/10/2023,INDICTED ORIGINAL | 05/04/2023,ARRESTED"
CR-23-680985-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.121.A,POSSESSING FIREARM IN LIQUOR PERMIT PREMISES,PLD GLTY- N/C - IND @ P/T","11/01/2023,PRETRIAL HELD | 10/19/2023,PRETRIAL HELD | 09/26/2023,PRETRIAL HELD | 09/22/2023,PRETRIAL HELD | 08/22/2023,PRETRIAL HELD | 07/27/2023,PRETRIAL HELD | 06/29/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/16/2023,INDICTED BINDOVER | 05/11/2023,CPD EDC SET | 05/10/2023,BINDOVER CIF#CI238882AO | 05/07/2023,ARRESTED"
CR-23-680987-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,DISM OTHER | INDICT,2919.25.C,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2919.22.A,ENDANGERING CHILDREN,DISM OTHER","02/13/2024,CASE DISMISSED | 01/09/2024,PRETRIAL HELD | 10/11/2023,PRETRIAL HELD | 08/24/2023,PRETRIAL HELD | 07/31/2023,PRETRIAL HELD | 07/10/2023,PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/17/2023,INDICTED BINDOVER | 05/12/2023,FIRST APPEARANCE | 05/11/2023,CPD EDC SET | 05/09/2023,BINDOVER CIF#CI238928AO | 05/08/2023,ARRESTED"
CR-23-681000-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,NOLLE | INDICT,2903.18.(B)(2),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,NOLLE | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE | INDICT,2909.04.A(1),DISRUPTING PUBLIC SERV","06/02/2025,FINAL PRETRIAL HELD | 04/24/2025,PRETRIAL HELD | 04/08/2025,PRETRIAL HELD | 03/04/2025,PRETRIAL HELD | 02/12/2025,PRETRIAL HELD | 01/28/2025,PRETRIAL HELD | 12/19/2024,PRETRIAL HELD | 12/04/2024,PRETRIAL HELD | 11/13/2024,PRETRIAL HELD | 05/11/2023,INDICTED ORIGINAL"
CR-23-681007-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T","08/09/2023,PRETRIAL HELD | 07/26/2023,PRETRIAL HELD | 07/12/2023,PRETRIAL HELD | 05/19/2023,INDICTED BINDOVER | 05/10/2023,ARRESTED | 05/10/2023,BINDOVER CIF#CI238414BQ"
CR-23-681018-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2909.05.A,VANDALISM,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T","07/10/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/30/2023,PRETRIAL HELD | 05/17/2023,INDICTED BINDOVER | 05/15/2023,FIRST APPEARANCE | 05/12/2023,CPD EDC SET | 05/10/2023,BINDOVER CIF#CI238440BQ | 05/09/2023,ARRESTED"
CR-23-681031-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER","08/21/2023,CASE DISMISSED | 07/25/2023,FINAL PRETRIAL HELD | 07/05/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/18/2023,INDICTED BINDOVER | 05/11/2023,BINDOVER CIF#CI238965AO | 05/09/2023,ARRESTED"
CR-23-681047-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","05/12/2023,INDICTED ORIGINAL | 05/04/2023,ARRESTED"
